Nom de l'offre touristique;Type d'offre;Type lieu de visite;Adresse1;Adresse1Suite;Adresse partie 2;Adresse partie 3;Code postal;Bureau distributeur de l'adresse postale;Commune du lieu de visite;Cedex;Code Insee de la Commune;Latitude;Longitude;Situation de l'offre;Emplacement de l'offre;N° de téléphone mobile;N° de téléphone fixe;N° de fax;Adresse e-Mail;Url du site web;Url pour accéder à la vidéo;Présence sur plateforme(s) communautaire(s);Code Embed pour intégrer une vidéo;Widget tripadvisor;Equipements présents sur le site;Services proposés sur l'équipement de loisir;Point d'intérêt visible sans visite: oui / non;Thème du musée ou centre d'interprétation;Thème du musée ou centre d'interprétation;Type du parc ou jardin;Catégorie du parc ou jardin;Style architectural du parc ou jardin;Thème du parc et jardin;Catégorie du site ou monument;Style architectural du site ou monument;Thème du site et monument historique;Animal accepté: oui / non;Complément information animal accepté;Label tourisme handicap;Catégorie de la ville ou du village fleuri;Labels;Langues parlées à l'accueil;Groupe accepté: oui / non;Nombre personnes max pour les groupes;Nombre personnes min pour les groupes;Activité sur place;Durée de visite pour les individuels;Durée de visite pour les groupes;Visites guidées proposées aux groupes en permanence: oui / non;Visites guidées proposées aux groupes sur demande: oui / non;Visites libres proposées aux groupes en permanence: oui / non;Visites pédagogiques proposées aux groupes en permanence: oui / non;Visites guidées proposées aux individuels en permanence: oui / non;Visites guidées proposées aux individuels sur demande: oui / non;Langues des audio guides;Langues des panneaux d'information;Langues parlées;Visites libres proposées aux individuels en permanence: oui / non;Les offres proposées;Ouvert toute l'année: oui / non;Période/horaires par jour/précisions ouverture/précision fermeture;Moyen(s) de réservation directe;Moyen(s) de réservation en ligne;Centrale de réservation en ligne?;Tarif gratuit : oui / non;Tarif(s) de l'année en cours proposé(s);Mode(s) de paiement accepté(s);localisation;departement
CHÂTEAU DE PESCHERAY;Site et monument historiques;Patrimoine culturel;;;;Pescheray;72370;;LE BREIL-SUR-MERIZE;;72046;47.992711;0.501522;"Route (nationale/départ.)||D357||1 ; Autoroute||A28, sortie n°23, direction Orléans||16 ; Gare SNCF||Le Mans||20 ; Gare SNCF||Connerré-Beillé||8";;;02 43 89 86 04;;info@pescheray.com;http://www.pescheray.com/;https://www.youtube.com/watch?v=pUDWzFpzLto;"Twitter||https://twitter.com/zoopescheray;Instagram||https://www.instagram.com/domaine_de_pescheray_officiel/;Facebook||https://www.facebook.com/zoo.depescheray";;;"Aire de pique nique;Cafétéria / Restaurant;Salle de projection;Salle de réunion équipée";"Boutique;Espace jeux";oui;;;;;;;;"Médiéval ; Renaissance";Château;oui;pas d'animaux dans le parc zoologique;;;;Français;oui;;;"Animation thématique spécifique ; Atelier pour enfants ; Conférences ; Expositions temporaires";;;;oui;oui;oui;;;;Français;Français;oui;;oui;;||02 43 89 86 04||info@pescheray.com;;;oui;;;47.992711,0.501522;Sarthe
EGLISE SAINT SYMPHORIEN;Site et monument historiques;Patrimoine culturel;;;Le Bourg;Le Vieil-Baugé;49150;;BAUGE-EN-ANJOU;;49018;47.5317182;-0.1196938;"Route (nationale/départ.)||D61||0 ; Autoroute||Sortie Seiches||20 ; Aéroport/aérodrome||Angers-Marcé||20 ; Gare SNCF||Angers-Saumur||40 ; Gare routière||Angers||40 ; Transport en commun||Bus Angers-Baugé||2";;;02 41 89 20 37;;mairie.levieilbauge@baugeenanjou.fr;https://www.baugeenanjou.fr/;;;;;;;oui;;;;;;;Classé ou inscrit;Roman;Eglise;non;;;;;;oui;40;20;;1:00;1:30;oui;oui;oui;non;non;non;;Français;Français;oui;;oui;01/01/2020||31/12/2022||||||09:00||19:00||||||09:00||19:00||||||09:00||19:00||||||09:00||19:00||||||09:00||19:00||||||09:00||19:00||||||09:00||19:00||||;;;;oui;Tarif groupe adulte||||||5€ avec visite de l'église de Pontigné;"Chèques bancaires et postaux;Espèces";47.5317182,-0.1196938;Maine-et-Loire
CHAPELLE SAINTE BARBE DES MINES ET SITE DES MALECOTS;Site et monument historiques;Patrimoine culturel;;;Route de Chalonnes-Rochefort sur Loire;Corniche Angevine (entre Roch. et Chal.);49290;;CHALONNES-SUR-LOIRE;;49063;47.3408169;-0.70487;"Route (nationale/départ.)||D751||0 ; Autoroute||A87, sortie n°24||10 ; Aéroport/aérodrome||Angers Marcé||35 ; Gare SNCF||||4 ; Gare routière||||3";;;02 41 78 39 35;;contact@stebarbe.com;http://www.stebarbe.com;;;;;;;;;;;;;;Patrimoine mondial UNESCO;XIXe siècle;"Carrière;Chapelle;Cimetière civil;Mine;Site industriel";non;;;;;"Anglais;Français";oui;60;5;"Animation thématique spécifique ; Conférences ; Expositions temporaires";45 mn;45 mn;;oui;oui;oui;;oui;;Français;"Français;Anglais;Braille";oui;Proposition clientèle||PNAPDL049V504QON;non;;;;;oui;;;47.3408169,-0.70487;Maine-et-Loire
EGLISE SAINT MARTIN - SURÉ;Site et monument historiques;Patrimoine culturel;;;;;61360;;SURE;;61476;48.37161;0.40106;Route (nationale/départ.)||D931||;;;02 43 97 68 01;;;;;;;;;;;;;;;;;;;Eglise;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.37161,0.40106;Orne
MOULIN DE LA BIGOTTIERE;Site et monument historiques;Patrimoine culturel;16, rue de la Bigottière;;;;49610;;MOZE-SUR-LOUET;;49222;47.359715;-0.563435;"Route (nationale/départ.)||N 161 Angers-Cholet||0,5 ; Autoroute||||5 ; Aéroport/aérodrome||Aéroport Angers-Marcé||42 ; Gare SNCF||Gare Angers Saint-Laud||12 ; Gare routière||Angers||12 ; Transport en commun||Ligne Angers-Murs Erigné||5";;;02 41 45 74 36;;;;;;;;"Bar / Salon de thé;Cafétéria / Restaurant";;;;;;;;;Classé ou inscrit;;Moulin;oui;;;;;;oui;50;8;;;;;;non;;;;;;;;;non;;;;;oui;;;47.359715,-0.563435;Maine-et-Loire
LA CROIX AU CHIEN;Site et monument historiques;Patrimoine culturel;;;;;49140;;SEICHES-SUR-LE-LOIR;;49333;47.577148;-0.36285;"Route (nationale/départ.)||N. 23 et D. 766||0 ; Autoroute||A11 et A85||3 ; Aéroport/aérodrome||Angers-Marcé||3 ; Gare SNCF||Angers||15 ; Gare routière||Angers||15";;;;;;;;;;;;;oui;;;;;;;Non Classé;;"Calvaire et enclos paroissiaux;Petit patrimoine";oui;;;;;;oui;;;;;;non;;oui;;non;;;;;oui;;oui;;;;;oui;;;47.577148,-0.36285;Maine-et-Loire
CHÂTEAU DE DANNE;Site et monument historiques;Patrimoine culturel;;;;Saint-Martin-du-Bois;49500;;SEGRÉ-EN-ANJOU BLEU;;49331;47.693769;-0.753558;Route (nationale/départ.)||N162 - Château-Gontier/Le Lion d'Angers||4;;;;;;;;;;;;;;;;;;;;Classé ou inscrit;XIXe siècle;Château;non;;;;Jardin remarquable;Français;oui;;;;;;non;non;oui;;non;non;;;Français;oui;Partenariat||LOIPDL049V507I97;oui;;;;;oui;;;47.693769,-0.753558;Maine-et-Loire
MAISON DU LAC DE GRAND-LIEU;Musée et centre d'interprétation;Patrimoine culturel;;;Rue du lac;;44830;;BOUAYE;;44018;47.1376712;-1.6960219;"Route (nationale/départ.)||Nantes||17 ; Transport en commun||Bus 88 - Arret Centre de Bouaye||1 ; Gare SNCF||Gare de Bouaye||1,8";;;02 28 25 19 07;;contact@maisondulacdegrandlieu.com;www.maisondulacdegrandlieu.com;https://www.youtube.com/watch?v=hDvryjvbkz4;;"La Maison du Lac de Grand-Lieu a ouvert ses portes le 14 septembre 2014. En offrant un point de vue unique et un espace pédagogique sur les rives du deuxième plus grand lac d'Europe, ce centre d'éducation à l'environnement permet à tous les publics de découvrir la richesse d’un des patrimoines naturels les plus remarquables de Loire-Atlantique. Animations et visites vous sont proposées tout au long de l'année. Toutes les infos http://maisondulacdegrandlieu.com/<span data-champcoderef="" "" id=""91aa2680-31ec-4342-9ac8-e0883d7f44d3"" type=""champSimple""><br /></span>";;"Aire de pique nique;Salle de projection;Salle de réunion équipée";"Bibliothèque;Boutique;WiFi";non;;"Environnement et nature;Musée pour enfants;Sciences naturelles";;;;;;;;non;Espace naturel protégé;"Déficience auditive;Déficience mentale;Déficience moteur";;"Qualité Tourisme;Vignobles et découvertes";"Anglais;Français";oui;;;"Animation thématique spécifique ; Atelier pour adultes ; Atelier pour enfants ; Colloques ; Conférences ; Expositions temporaires";2h30;;oui;oui;oui;oui;oui;non;;Français;Français;oui;Proposition clientèle||ITIPDL044V50XRTF;oui;;Accueil||02 28 25 19 07||contact@maisondulacdegrandlieu.com;;;non;;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces";47.1376712,-1.6960219;Loire-Atlantique
MOULIN NEUF;Site et monument historiques;Patrimoine culturel;;;D770;Le Moulin Neuf;49440;;ANGRIE;;49008;47.5623865;-1.0022614;Route (nationale/départ.)||RD 770||;"En extérieur soleil ; A l'abri";;02 41 92 04 28;;bhgauguet@laposte.net;;;;;;;;oui;;;;;;;Classé ou inscrit;"Moderne ; XIXe siècle";Moulin;non;;;;;Français;oui;15;10;;;1h;non;oui;non;non;non;non;;Français;Français;non;;oui;;Bernadette Gauguet||02 41 92 04 28||bhgauguet@laposte.net;;;non;"Tarif groupe adulte||5,00||5,00||;Tarif groupe enfant||2,50||2,50||Enfant de 6 à 12 ans;De 0 à 6 ans : gratuité";"Chèques bancaires et postaux;Espèces";47.5623865,-1.0022614;Maine-et-Loire
MOULIN DE THEVALLES;Site et monument historiques;Patrimoine culturel;;;Route de Saulges;;53340;;CHEMERE-LE-ROI;;53067;47.970291;-0.417417;"Route (nationale/départ.)||RD130 axe Chémeré le Roi - Saulges||1 ; Gare SNCF||Laval||20";;;02 43 98 66 70;02 43 98 77 34;vitton.thevalles@wanadoo.fr;www.moulin-de-thevalles.com;https://youtu.be/J4-J2beiKOY;;"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/J4-J2beiKOY"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer;autoplay;clipboard-write;encrypted-media;gyroscope;picture-in-picture"" allowfullscreen></iframe><span data-champcoderef="" "" id=""91aa2680-31ec-4342-9ac8-e0883d7f44d3"" type=""champSimple""><br /></span>";;;Boutique;;;;;;;;Classé ou inscrit;;"Moulin;Pont";oui;;;;;Français;oui;50;10;;;;oui;oui;non;oui;oui;;;;"Français;Anglais";non;;non;;Monsieur DE VITTON||02 43 98 66 70||vitton.thevalles@wanadoo.fr;;;non;"Tarif indiv. adulte||5,00||5,00||+ de 14 ans;Tarif indiv. enfant||0,00||3,50||Pour les enfants de 7 à 14 ans. Gratuit pour les - de 7 ans;Tarif groupe adulte||4,00||4,00||A partir de 10 personnes.;Tarif groupe enfant||2,50||3,00||2,50 pour les moins de 7 ans. 3 € pour les enfants de 7 à 14 ans.";;47.970291,-0.417417;Mayenne
EGLISE SAINT MARTIN;Site et monument historiques;Patrimoine culturel;Place de l'église;5 rue du 11 août 1944;;;72140;;PEZE-LE-ROBERT;;72234;48.1940866;-0.0590928;Route (nationale/départ.)||RD5||0;;;02 43 20 14 05;;mairie.de-peze.72@orange.fr;;;;;;;;;;;;;;;Non Classé;;Eglise;non;;;;;Français;oui;;;;;;;;;;;;;;;;;oui;;COCHET||02.43.20.14.05||mairie.de-peze.72@orange.fr;||||||02.43.20.14.05||mairie.de-peze.72@orange.fr;non;oui;;;48.1940866,-0.0590928;Sarthe
CHAPELLE DES URSULINES (CHAPELLE);Site et monument historiques;Patrimoine culturel;;Quartier Rohan;Avenue de la Davrays;;44150;;ANCENIS-SAINT-GEREON;;44003;47.3644611;-1.1892498;"Route (nationale/départ.)||RD723||1,2 ; Gare SNCF||Gare d'Ancenis||1,1 ; Autoroute||A11||6";;;02 40 09 73 39;;mediation-ancenis@lemat-centredart.com;http://lemat-centredart.com/;;"Facebook||https://www.facebook.com/leMATCentredart/;Instagram||https://www.instagram.com/le_mat.art_contemporain/?hl=fr";;;;;;;;;;;;Classé ou inscrit;Moderne;Chapelle;oui;;;;;Français;oui;30;8;"Animation thématique spécifique ; Conférences ; Expositions temporaires";45 mn;45 mn;oui;oui;oui;oui;oui;oui;;Français;Français;oui;;non;;Jennifer GOBERT||02 40 09 73 39||mediation-ancenis@lemat-centredart.com;;;oui;;;47.3644611,-1.1892498;Loire-Atlantique
SAINT-FLORENT-LE-VIEIL;Site et monument historiques;Patrimoine culturel;;;;SAINT-FLORENT-LE-VIEIL;49410;;MAUGES-SUR-LOIRE;;49244;47.363089;-1.0199972;"Route (nationale/départ.)||RD752|| ; Transport en commun||Anjou Bus|| ; Gare SNCF||Gare SNCF - VARADES||3 ; Autoroute||A11||20 ; Aéroport/aérodrome||Nantes/Atlantique||65";;;02 41 72 50 39;;stflorentlevieil@mauges-sur-loire.net;https://www.osezmauges.fr/page/saint-florent-le-vieil;https://www.youtube.com/watch?v=CRh9iJxER4I;"Facebook||https://www.facebook.com/uneautreloire;Instagram||https://www.instagram.com/uneautreloire/";"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/CRh9iJxER4I"" frameborder=""0"" allow=""accelerometer;autoplay;encrypted-media;gyroscope;picture-in-picture"" allowfullscreen></iframe><span data-champcoderef="" "" id=""91aa2680-31ec-4342-9ac8-e0883d7f44d3"" type=""champSimple""><br /></span>";;"Aire de pique nique;Bar / Salon de thé;Cafétéria / Restaurant";"Bibliothèque;Borne interactive;Boutique;Espace jeux;Halte garderie;Médiathèque;WiFi";oui;;;;;;;;;Pays - Ville - village et quartier;oui;Les monuments historiques de la commune sont inaccessibles aux animaux (sauf chiens guides d'aveugles).;;;Petites cités de caractère;"Anglais;Espagnol";oui;;;Expositions temporaires;1h30;1h30;non;oui;oui;non;oui;oui;;;Français;oui;"Partenariat||LOIPDL049V502941 ; Proposition clientèle||PCUPDL049V502CYK ; Proposition clientèle||RESPDL049V5025VV";oui;;;;;;;;47.363089,-1.0199972;Maine-et-Loire
ABBAYE MAURISTE;Site et monument historiques;Patrimoine culturel;;;Rue Charles de Renéville;SAINT-FLORENT-LE-VIEIL;49410;;MAUGES-SUR-LOIRE;;49244;47.363632;-1.0187969;"Route (nationale/départ.)||RD752||0,5 ; Transport en commun||Anjou Bus||0,5 ; Gare SNCF||Gare SNCF - VARADES||3 ; Autoroute||A11||20 ; Aéroport/aérodrome||Nantes/Atlantique||65";;;02 41 72 62 32;;contact@osezmauges.fr;;;;;;"Auditorium;Salle de projection";WiFi;oui;;;;;;;;;Abbaye;non;;;;;;oui;;;"Animation thématique spécifique ; Colloques ; Conférences ; Expositions temporaires";;;non;oui;non;oui;non;non;;Français;Français;oui;;non;;;;;oui;;;47.363632,-1.0187969;Maine-et-Loire
APOTHICAIRERIE DE BAUGÉ;Musée et centre d'interprétation;Patrimoine culturel;;;Hôtel Dieu, rue Anne de Melun;Baugé;49150;;BAUGE-EN-ANJOU;;49018;47.5431197;-0.0998956;"Route (nationale/départ.)||RN 23||20 ; Autoroute||A11 sortie Seiches/Loir||20 ; Aéroport/aérodrome||Aéroport Angers/Marcé||20 ; Gare SNCF||Angers||40 ; Gare routière||Baugé - place de l'Europe||0";;;02 41 84 00 74;;contact@chateau-bauge.com;http://www.chateau-bauge.com;https://youtu.be/qDS3lFFwq_A;"Facebook||https://www.facebook.com/chateau.debauge.page/?fref=ts;Tripadvisor||https://www.tripadvisor.fr/Attraction_Review-g1720844-d7112263-Reviews-Apothicairerie_de_Bauge-Bauge_Maine_et_Loire_Pays_de_la_Loire.html";"<iframe width=""900"" height=""506"" src=""https://www.youtube.com/embed/qDS3lFFwq_A?list=PLla1LKX3QasyoL0gvJRzPupZ9Jp3xOe8w"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer;autoplay;clipboard-write;encrypted-media;gyroscope;picture-in-picture"" allowfullscreen></iframe><span data-champcoderef="" "" id=""91aa2680-31ec-4342-9ac8-e0883d7f44d3"" type=""champSimple""><br /></span>";;Aire de pique nique;Boutique;non;;"Histoire;Santé";;;;;;;;non;;;;Welcome ! C'est beau ici !;"Anglais;Français";oui;;20;"Animation thématique spécifique ; Atelier pour adultes ; Atelier pour enfants ; Expositions temporaires";1h;1h15;oui;oui;non;oui;oui;non;;"Français;Anglais";"Français;Anglais";non;Proposition clientèle||ITI968000550;non;"05/02/2022||20/02/2022||ouverture du mercredi au dimanche les après-midi||||||||||||||||||||||||14:00||18:00||||||14:00||18:00||||||14:00||18:00||||||14:00||18:00||||||14:00||18:00;09/04/2022||17/06/2022||ouverture tous les après-midi||Fermé les 16, 17, 18/04||||||14:00||18:00||||||14:00||18:00||||||14:00||18:00||||||14:00||18:00||||||14:00||18:00||||||14:00||18:00||||||14:00||18:00;18/06/2022||18/09/2022||ouverture tous les jours||||10:00||12:30||13:30||18:30||10:00||12:30||13:30||18:30||10:00||12:30||13:30||18:30||10:00||12:30||13:30||18:30||10:00||12:30||13:30||18:30||10:00||12:30||13:30||18:30||10:00||12:30||13:30||18:30;19/09/2022||06/11/2022||ouverture tous les après-midi||||||||14:00||18:00||||||14:00||18:00||||||14:00||18:00||||||14:00||18:00||||||14:00||18:00||||||14:00||18:00||||||14:00||18:00";;;;non;"Tarif indiv. adulte||9,00||||;Tarif indiv. réduit||7,50||||de 15 à 18 ans, étudiant, demandeur d'emploi, public en situation de handicap;Tarif indiv. enfant||4,50||||de 7 à 14 ans;Formule famille||22,50||||2 adultes + 2 enfants (7-14 ans)";"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances";47.5431197,-0.0998956;Maine-et-Loire
MUSÉE DU POT AU LAIT;Musée et centre d'interprétation;Patrimoine culturel;;;;9 rue de la grande suraie;53700;;villaines la juhel;;53271;48.352006;-0.275363;"Route (nationale/départ.)||RN12||12 ; Autoroute||A84||50 ; Aéroport/aérodrome||Laval||60 ; Gare SNCF||Le Mans - Laval - Alençon||50 ; Gare routière||Mayenne||28 ; Transport en commun||Réseau Pégase||0 ; Halte fluviale||Mayenne||28";;06 07 86 87 84;;;;https://lepotaulait.org/;;;;;"Aire de pique nique;Salle de projection;Salle de réunion équipée";Boutique;non;;Agriculture / monde rural;;;;;;;;oui;;;;;Français;oui;50;5;"Animation thématique spécifique ; Atelier pour adultes ; Atelier pour enfants";01:00;01:00;oui;oui;oui;oui;oui;oui;;Français;Français;oui;;oui;;BOURG||06 07 86 87 84||jean-lucbourg@orange.fr;;;non;"Tarif indiv. adulte||4,80||||L'entrée comprend l'accès à la ferme pedagogique du Pot au lait;Tarif groupe adulte||8,00||||Le prix comprend  la démonstration de la fabrication du beurre  pour les groupes à partir de 12 personnes minimum;Tarif indiv. enfant||4,80||||L'entrée comprend l'accès à la ferme pedagogique du Pot au lait;Tarif groupe adulte||3,80||||Visite sans démonstration de la fabrication du beurre (animation avec supplément proposée à partir de 12 personnes uniquement)";"Chèques bancaires et postaux;Chèques Vacances;Espèces";48.352006,-0.275363;Mayenne
FERME PEDAGOGIQUE LE POT AU LAIT;Musée et centre d'interprétation;Patrimoine culturel;;;7 rue de la grande suraie;;53700;;VILLAINES-LA-JUHEL;;53271;48.352006;-0.275363;"Route (nationale/départ.)||RN12||12 ; Autoroute||A84||50 ; Aéroport/aérodrome||Laval||60 ; Gare SNCF||Le Mans - Laval - Alençon||50 ; Gare routière||Mayenne||28 ; Transport en commun||Réseau Pégase||0 ; Halte fluviale||Mayenne||28";;06 07 86 87 84;;;;https://lepotaulait.org/;;;;;"Aire de pique nique;Salle de projection;Salle de réunion équipée";Boutique;;;Agriculture / monde rural;;;;;;;;oui;;;;;Français;oui;50;5;"Animation thématique spécifique ; Atelier pour adultes ; Atelier pour enfants";01:00;01:00;oui;oui;oui;oui;oui;;;;Français;oui;;oui;;BOURG||06 07 86 87 84||jean-lucbourg@orange.fr;;;non;"Tarif indiv. adulte||4,80||||L'entrée comprend la visite libre du musée le Pot au Lait;Tarif groupe enfant||3,80||||L'entrée comprend la visite libre du musée le Pot au Lait";"Chèques bancaires et postaux;Chèques Vacances;Espèces";48.352006,-0.275363;Mayenne
JARDIN DU CHATEAU DE VILLAINES;Parc et jardin;Patrimoine culturel;;;;Villaines;72210;;LOUPLANDE;;72169;47.9267799;0.01729625;"Route (nationale/départ.)||Sud-Ouest du bourg par la D309||1 ; Autoroute||A11||5";;06 08 73 15 85;;;;;;"Instagram||https://www.instagram.com/explore/locations/572416046167048/chateau-de-villaines/;Facebook||https://www.facebook.com/pages/Ch%C3%A2teau%20de%20Villaines/572416046167048/";;;;;;;;"Potager;Serre et orangerie";;A la française;"Jardin d'agrément;Parc";;;;non;;;;Jardin remarquable;;oui;100;15;;45mn;45mn;oui;oui;non;non;non;oui;;;"Français;Anglais";oui;Partenariat||FMAPDL072V50OGFH;non;"01/06/2022||31/07/2022||Uniquement pour des groupes d’au moins 10 personnes et sur réservation||Lundi et dimanche||||||||||10:00||12:00||14:00||18:00||10:00||12:00||14:00||18:00||10:00||12:00||14:00||18:00||10:00||12:00||14:00||18:00||10:00||12:00||14:00||18:00||||||||;01/09/2022||30/09/2022||Uniquement pour des groupes d’au moins 10 personnes et sur réservation||Lundi et dimanche||||||||||10:00||12:00||14:00||18:00||10:00||12:00||14:00||18:00||10:00||12:00||14:00||18:00||10:00||12:00||14:00||18:00||10:00||12:00||14:00||18:00||||||||";;;;non;"Tarif indiv. adulte||5,00||||Gratuit pour les moins de 18 ans;Tarif indiv. enfant||0,00||||Gratuit pour les moins de 18 ans";;47.9267799,0.01729625;Sarthe
CHATEAU DE LASSAY;Site et monument historiques;Patrimoine culturel;CHATEAU DE LASSAY;place du Boële;;;53110;;LASSAY-LES-CHATEAUX;;53127;48.438861;-0.499938;Route (nationale/départ.)||||;;06 62 06 87 02;;;chateaudelassay@free.fr;http://www.chateaudelassay.fr/;"http://www.dailymotion.com/video/x35dhjf;https://www.youtube.com/watch?v=Zwjb61himWs";"Facebook||https://www.facebook.com/chateau.lassay?fref=ts;Twitter||https://twitter.com/ChateaudeLassay;Instagram||https://www.instagram.com/chateaudelassay/";;;;Boutique;oui;;;;;;;Classé ou inscrit;Médiéval;"Château;Château fort;Ensemble fortifié et remparts";oui;Chiens tenus en laisse;;4 fleurs;"Pays d'Art et d'Histoire;Petites cités de caractère;Ville et village fleuris";"Anglais;Français";oui;;15;"Animation thématique spécifique ; Conférences ; Expositions temporaires";1h;1h;oui;oui;non;oui;oui;non;;;"Français;Anglais";non;"Proposition clientèle||FMAPDL053V5018EQ ; Proposition clientèle||FMAPDL053V501CIC ; Proposition clientèle||PCUPDL053V5025RP ; Proposition clientèle||FMAPDL053V502DF6 ; Proposition clientèle||FMAPDL053V502I3P ; Proposition clientèle||FMAPDL053V502AVC ; Proposition clientèle||FMAPDL053V502JD3 ; Proposition clientèle||FMAPDL053V502KR9 ; Proposition clientèle||FMAPDL053V503ICC ; Proposition clientèle||FMAPDL053V501ZNJ ; Proposition clientèle||FMAPDL053V504QB4";non;"16/04/2022||18/04/2022||||||14:30||18:30||||||||||||||||||||||||||||||||||||||14:30||18:30||||||14:30||18:30||||;30/04/2022||01/05/2022||||||||||||||||||||||||||||||||||||||||||||||14:30||18:30||||||14:30||18:30||||;07/05/2022||08/05/2022||||||||||||||||||||||||||||||||||||||||||||||14:30||18:30||||||14:30||18:30||||;14/05/2022||15/05/2022||||||||||||||||||||||||||||||||||||||||||||||14:30||18:30||||||14:30||18:30||||;21/05/2022||22/05/2022||||||||||||||||||||||||||||||||||||||||||||||14:30||18:30||||||14:30||18:30||||;26/05/2022||29/05/2022||||||||||||||||||||||||||||||||||||||||||||||14:30||18:30||||||14:30||18:30||||;01/06/2022||09/06/2022||||||14:30||18:30||||||14:30||||||||14:30||18:30||||||14:30||18:30||||||14:30||18:30||||||14:30||18:30||||||14:30||18:30||||;11/06/2022||12/06/2022||||||||||||||||||||||||||||||||||||||||||||||10:00||18:00||||||10:00||18:00||||;14/06/2022||10/07/2022||||||||||||||13:30||19:30||||||13:30||19:30||||||13:30||19:30||||||13:30||19:30||||||13:30||19:30||||||13:30||19:30||||;11/07/2022||19/08/2022||||||13:30||19:30||||||13:30||19:30||||||13:30||19:30||||||13:30||19:30||||||13:30||19:30||||||13:30||19:30||||||13:30||19:30||||;20/08/2022||21/08/2022||||||||||||||||||||||||||||||||||||||||||||||10:00||18:00||||||10:00||18:00||||;22/08/2022||31/08/2022||||||13:30||19:30||||||13:30||19:30||||||13:30||19:30||||||13:30||19:30||||||13:30||19:30||||||13:30||19:30||||||13:30||19:30||||;01/09/2022||16/09/2022||||||||||||||14:30||18:30||||||14:30||18:30||||||14:30||18:30||||||14:30||18:30||||||14:30||18:30||||||14:30||18:30||||;17/09/2022||18/09/2022||||||||||||||||||||||||||||||||||||||||||||||10:00||18:30||||||10:00||18:30||||;20/09/2022||30/09/2022||||||||||||||14:30||18:30||||||14:30||18:30||||||14:30||18:30||||||14:30||18:30||||||14:30||18:30||||||14:30||18:30||||;23/04/2022||24/04/2022||||||||||||||||||||||||||||||||||||||||||||||14:30||18:30||||||14:30||18:30||||";Mme Bellet||06 62 06 87 02||chateaudelassay@free.fr;"||https://patrivia.net/visit/chateau-de-lassay;tracking=EKW8YQtIBranHzs1l0OSVZo9pIFtevU3||||||";oui;non;"Tarif indiv. enfant||3,00||3,00||Enfants de 7 à 16 ans - gratuit pour les moins de 7 ans;Tarif indiv. réduit||4,00||4,00||Pour les étudiants, demandeurs d'emploi et personnes en situation de handicap;Formule famille||16,00||16,00||Formule famille : 16 € pour (2 adultes + 1, 2 ou 3 enfants);Tarif groupe enfant||4,00||4,00||Gratuité pour 1 accompagnateur pour 7 enfants;Tarif groupe adulte||6,00||6,00||Visite de 15 personnes minimum;Tarif indiv. adulte||7,50||7,50||";"Chèques bancaires et postaux;Chèques Vacances;Chèques Vacances Connect;Espèces;Virement";48.438861,-0.499938;Mayenne
LES JARDINS DU CHATEAU DE LA RONGERE;Parc et jardin;Patrimoine culturel;;CHATEAU DE LA RONGERE;Le Château;SAINT-SULPICE;53360;;LA ROCHE-NEUVILLE;;53136;47.908103;-0.716709;Route (nationale/départ.)||||0;;;02 43 07 71 44;;;https://chateaux-jardins-mayenne.fr/monuments.php?monument=12;;;;;;;oui;;;;Jardin protégé au titre des Monuments Historiques;A la française;"Jardin d'agrément;Parc";;;;non;;;;;Français;oui;0;10;Animation thématique spécifique;;;;oui;oui;;non;non;;Français;Français;oui;;non;;"||07 56 96 41 05||;Monsieur De CHAVAGNAC||06 14 11 64 77||";;;non;"Tarif indiv. adulte||4,00||4,00||;Tarif indiv. enfant||0,00||2,00||2€ pour enfants 12-18 ans;gratuit: -12 ans.;Tarif groupe adulte||5,00||5,00||Sur réservation uniquement: 50€ jusqu'à 10 personnes;5€ par personne en plus.";Espèces;47.908103,-0.716709;Mayenne
