Nom de l'offre d'activité touristique;Type détaillé d'activité;Adresse partie 1: Porte/escalier;Adresse partie 1 suite;Adresse partie 2;Adresse partie 3;Code postal;Commune de l'activité;Cedex de l'adresse postale;Code Insee de la Commune;Latitude;Longitude;Situation de l'offre;Emplacement géographique;N° de téléphone mobile;N° de téléphone fixe;N° de fax;Adresse e-Mail;Url du site web;Type de plateforme/url;Services proposés sur l'équipement de loisir;Equipements présents sur le site de loisir;Animal accepté: oui / non;Complément information animal accepté;Labels;Label tourisme handicap;Groupe accepté: oui / non;Catégorie de la prestation fournie;Type formule itinérante;Activité sportive proposée;Type activité culturelle proposée;Langues parlées à l'accueil;Langues des audio guides;Visites libres proposées aux individuels en permanence: oui / non;Durée de visite pour les individuels;Visites guidées proposées aux individuels en permanence: oui / non;Visites guidées proposées aux individuels sur demande: oui / non;Langues des panneaux d'info;Langues parlées;Complément d'info sur les visites;Visites guidées proposées aux groupes en permanence: oui / non;Visites pédagogiques proposées aux groupes en permanence: oui / non;Visites guidées proposées aux groupes en permanence: oui / non;Visites guidées proposées aux groupes sur demande: oui / non;Durée de visite pour les groupes;Lieux de pratique de l'activité de loisirs;Commune de départ de la formule itinérante;Commune d'arrivée de la formule itinérante;Ouverture de l'offre toute l'année: oui / non;Horaires d'ouvertures;ResaDirecte;Centrale de réservation en ligne: oui / non;Nom centrale de réservation en ligne: url réservation en ligne / téléphone centrale / mail centrale;Tarifs;Tarif gratuit : oui / non;Modes de paiement acceptés;localisation;Département
PACK PÊCHE CLÉ EN MAIN;Activités sportives et ludiques;Centre de pêche sportive Carpa trophy;;La Grand'Maison;;49125;CHEFFES;;49090;47.6210618;-0.5245826;;;06 14 04 62 05;02 44 85 18 78;;ste.carpatrophy@sfr.fr;;Facebook||https://www.facebook.com/pages/Carpa-Trophy/102490536468509?fref=ts;;;;;;;;Pratique libre;;Pêche;;;;;;;;;;;;;;;;La Grand Maison Cheffes;CHEFFES;CHEFFES;non;;Laurent||06 14 04 62 05||ste.carpatrophy@sfr.fr;;;;non;Chèques bancaires et postaux##Chèques Vacances;47.6210618,-0.5245826;Maine-et-Loire
PADDLE;Base ou club nautique;;;Quai Surcouf;;44130;BLAIN;;44015;47.4693993;-1.7647993;;;06 61 53 43 26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Tarif indiv. adulte||10,00||18,00||##Tarif indiv. enfant||8,00||16,00||;;;47.4693993,-1.7647993;Loire-Atlantique
PADDLE ET BALADE EN BARQUE À L'ÉTANG DE COULVÉE;Activités sportives et ludiques;;;;Chemin de Coulvée - CHEMILLE;49120;CHEMILLE-EN-ANJOU;;49092;47.20136;-0.734353;;;;02 41 30 39 97;Partenaire Ôsez Mauges 2022;;;;;;;;;;;;;Barque;;;;;;;;;;;;;;;;Étang de la base de Loisirs de Coulvée.;;;non;;;;;;non;;47.20136,-0.734353;Maine-et-Loire
PADDOCK PARADISE VIGNES EN SELLE;Centre équestre##Formules itinérantes;;;2 La Bottière;SAINT CRESPIN SUR MOINE;49230;SEVREMOINE;;49301;47.103289;-1.2010417;;;06 63 24 12 80;;;vignesenselle@outlook.fr;https://www.vignesenselle.com/;Facebook||https://www.facebook.com/vignesenselle/##Instagram||https://www.instagram.com/vignesenselle/;;;non;;;;;;;;;Anglais;;;;;;;Français##Anglais;;;;;;;;;;oui;04/01/2022||31/03/2022||||||||||||||10:00||||||17:00||10:00||||||17:00||10:00||||||17:00||10:00||||||17:00||10:00||||||17:00||||||||##01/04/2022||30/10/2022||Le dimanche sur réservation seulement||||||||||||10:00||||||18:00||10:00||||||18:00||10:00||||||18:00||10:00||||||18:00||10:00||||||18:00||||||||##01/11/2022||31/12/2022||||||||||||||10:00||||||17:00||10:00||||||17:00||10:00||||||17:00||10:00||||||17:00||10:00||||||17:00||||||||;||06 63 24 12 80||vignesenselle@outlook.fr;;;;non;Cartes bancaires##Chèques bancaires et postaux##Espèces;47.103289,-1.2010417;Maine-et-Loire
PARC DE LOISIRS DES SABLIÈRES;Base de loisirs##Jeux pour enfants##Plage surveillée;;;Parc des Sablières;;49000;ECOUFLANT;;49129;47.53285;-0.51275;;;;;;mairie@ecouflant.fr;http://www.ecouflant.fr;;;Aire de pique nique;;;;;;;;;;Français;;;;;;;;;;;;;;;;;;01/01/2022||31/12/2022||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;;;47.53285,-0.51275;Maine-et-Loire
PARC DE LOISIRS DU LAC DE MAINE;Base de loisirs##Base ou club nautique##Jeux pour enfants##Plage surveillée;;;49 Avenue Lac du Maine;;49000;ANGERS;;49007;47.45862;-0.59368;;En extérieur ombragé;;;;infos@lacdemaine.fr;http://www.lacdemaine.fr;;;Aire de pique nique##Bar##Toilettes;oui;;La Loire à vélo;;oui;;;;;Anglais##Français;;;;;;;;;;;;;;;;;;01/01/2020||31/12/2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||##01/01/2021||31/12/2021||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;;;47.45862,-0.59368;Maine-et-Loire
PARCOURS BALUDIK : À LA RECHERCHE D'ELSA BEILLE;Activités sportives et ludiques;;;Quai Pierre de Coubertin;;53200;CHATEAU-GONTIER-SUR-MAYENNE;;53062;47.83061;-0.70303;;En extérieur ombragé##En extérieur soleil;;02 43 70 42 74;;tourisme@sud-mayenne.com;http://www.sudmayenne.com;Facebook||https://www.facebook.com/tourismesudmayenne##Instagram||https://www.instagram.com/sudmayennetourisme/;;;;;;;;Pratique libre;;Orientation;;;;;;;;;;;;;;;;;Château-Gontier-sur-Mayenne;Château-Gontier-sur-Mayenne;oui;;;;;;oui;;47.83061,-0.70303;Mayenne
PARCOURS D'ORIENTATION;Activités sportives et ludiques;;;Plan du Verdier;;44850;SAINT-MARS-DU-DESERT;;44179;47.366576;-1.404858;;;;;;;https://www.saint-mars-du-desert.fr/sports-loisirs-culture/sports/parcours-d-orientation-3779.html?MP=3779-3780;;;;;;;;;Pratique libre;;Orientation;;;;;;;;;;;;;;;;SAINT-MARS-DU-DESERT;SAINT-MARS-DU-DESERT;SAINT-MARS-DU-DESERT;oui;;;;;;oui;;47.366576,-1.404858;Loire-Atlantique
PARCOURS DE SANTE ÉTANG DE LANGAST;Lac et étang de pêche;;;Langast;;44170;VAY;;44214;47.5505992;-1.7013094;;;;02 40 79 47 18;;;;Facebook||https://www.facebook.com/Federationpeche44/;;Aire de pique nique;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.5505992,-1.7013094;Loire-Atlantique
PARCOURS DE SANTÉ;Parc à thèmes;;;Parc de Verdure;Rue Eloi Guitteny;44680;SAINT-HILAIRE-DE-CHALEONS;;44164;47.10448;-1.86826;;;;;;;;;;Aire de pique nique##Parking##Toilettes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.10448,-1.86826;Loire-Atlantique
PARCOURS DE SANTÉ;Parc à thèmes;;;Parc de loisirs;Rue de la Blanche;44320;CHAUMES-EN-RETZ;;44005;47.12574;-1.91428;;;;;;;;;;Aire de pique nique##Parking##Toilettes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.12574,-1.91428;Loire-Atlantique
PARCOURS PERMANENT D'ORIENTATION;Parc à thèmes;;;Etang du Val Saint-Martin;;44210;PORNIC;;44131;47.12383;-2.09163;;;;;;;http://www.pornic.fr/Vos-loisirs/Sports/Equipements-sportifs;;;Toilettes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.12383,-2.09163;Loire-Atlantique
PARCOURS PERMANENT D'ORIENTATION - LIGNÉ;Parcours d'orientation;Plan d'eau;4 Boulevard du Miroir d'Eau;;;44850;LIGNE;;44082;47.4143641;-1.3737945;;En extérieur ombragé##En extérieur soleil;;0240770008;;;https://www.pays-ancenis.com/sorties-et-loisirs/pratiquer-une-activite/sport-ou-activite-de-pleine-nature/parcours-permanents-dorientation/parcours-permanent-dorientation-de-ligne;;Espace jeux;Aire de pique nique;;;;;oui;;;;;;;;;;;;;;;;;;;;;;oui;;;;;;oui;;47.4143641,-1.3737945;Loire-Atlantique
PARCOURS VÉLO EN FAMILLE;Activités sportives et ludiques;15, place de Lice;;;;72400;LA FERTE-BERNARD;;72132;48.185934;0.655979;;;;02 43 71 21 21;;accueil@tourisme-lafertebernard.fr;;;;;;;;;;;;Vélo;;Anglais##Français;;;;;;;;;;;;;;;;;;;;;;;;Chèques bancaires et postaux##Espèces;48.185934,0.655979;Sarthe
PATINOIRE DE PLEIN AIR;Patinoire;;;Place Ernest Bréant;;44110;CHATEAUBRIANT;;44036;47.7211459;-1.3758848;;;;02 28 04 06 33;;;www.cc-chateaubriant-derval.fr;;;;non;;;;oui;;;;;;;;;;;;;;;;;;;;;;non;||||ouvert de fin décembre à fin janvier||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;Tarif indiv. adulte||4,00||||##Tarif indiv. enfant||2,00||||moins de 18 ans, étudiant / demandeur d'emploi (sur justificatif);non;;47.7211459,-1.3758848;Loire-Atlantique
PAUSE DESSIN AU JARDIN DES LAKAS;;;;Jardin des Lakas;Rue Joseph Rousse;44770;LA PLAINE-SUR-MER;;44126;47.13631;-2.19165;;;;02 40 21 50 14;;;;;;Aire de pique nique##Bar##Parking##Restaurant##Toilettes;oui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.13631,-2.19165;Loire-Atlantique
PECHE EN MER AVEC XAVIER GAUTHIER;Activités sportives et ludiques;;;Port de la pointe Saint-Gildas;;44770;PREFAILLES;;44136;47.13616;-2.24494;;;;06 81 24 61 34;;xavier.gauthier@orange.fr;;;;;;;;;;;;Pêche en mer;;;;;;;;;;;;;;;;;;;;;;;;;;Chèques bancaires et postaux##Espèces;47.13616,-2.24494;Loire-Atlantique
PECHE EN ÉTANG - LE PAS;Activités sportives et ludiques;;;;;53300;LE PAS;;53176;48.430126;-0.701833;;En extérieur soleil;06 03 29 16 97;02 43 08 88 15;;mairie-lepas@wanadoo.fr;;;;;;;;;;Pratique libre;;Pêche;;Français;;;;;;;;;;;;;;Etang Le Pas;LE PAS;;non;||||||Fermé pour vidange jusqu'à nouvel ordre||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;"Tarif indiv. adulte||||||Carte de pêche en vente : au Bar chez Fanfy et au Vivéco, sur place  dimanches et jours fériés,  - 1/2 journée  : 2 gaules maxi et 5 prises maximum par gaule :  soit  4 € 50;- journée complète : 2 gaules maxi et 7 prises maxi par gaule : soit 6 € 00";non;Cartes bancaires##Chèques bancaires et postaux;48.430126,-0.701833;Mayenne
PECHE EN ÉTANG - MONTAUDIN;Activités sportives et ludiques;;;;;53220;MONTAUDIN;;53154;48.3893989;-0.9907689;;En extérieur ombragé##En extérieur soleil;;02 43 05 30 47;;MAIRIE-MONTAUDIN@wanadoo.fr;;;;;oui;;;;oui;Pratique libre;;Pêche;;;;;;;;;;;;;;;;plan d'eau communal de montaudin;MONTAUDIN;;non;05/03/2022||13/11/2022||Ouvert de 7h30 à 20h||Fermé les veilles de lâchers||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;Tarif indiv. adulte||||||Prix des gaules : 5 € la gaule, 10 € la gaule lors des lâchers de grosses truites. Cartes à prendre au bar Chez Lydie. Le week-end directement au plan d'eau.;;;48.3893989,-0.9907689;Mayenne
PECHE PLAN D'EAU DE LA SICAUDAIS;;;;Place sainte victoire;LA SICAUDAIS;44320;CHAUMES-EN-RETZ;;44005;47.1871;-1.94793;;;;02 40 21 30 11;;mairie.arthon-en-retz@orange.fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.1871,-1.94793;Loire-Atlantique
PECHE SUR GRAND ÉTANG, ÉTANG  NEUF, ÉTANG DU MOULIN;Lac et étang de pêche##Ponton;;;Sillé Plage;;72140;SILLE-LE-GUILLAUME;;72334;48.2103075;-0.1298215;Gare SNCF||Sillé le Guillaume||4##Route (nationale/départ.)||D105||0,3##Route (nationale/départ.)||D203||0,3;;;;;associationpecheursille@gmail.com;https://www.facebook.com/pecheursdesetangsdesilleplage?fref=ts;Facebook||https://www.facebook.com/pecheursdesetangsdesilleplage?fref=ts;Boutique##Espace jeux##Location/prêt de vélo##WiFi;Aire de pique nique##Bar##Restaurant##Salle de projection##Salle de réunion équipée##Toilettes;oui;sauf sur la plage;;;oui;;;;;Français;Français;non;;non;non;Français;Français;;non;non;non;non;;;;;non;;;;;"Tarif indiv. adulte||||||La journée : 5€;La semaine : 25€;Les 15 jours : 35€;Le mois : 45€;La saison 65€;La saison femme : 40€##Tarif indiv. enfant||||||La journée : 2,50€;La semaine : 12,50€;Les 15 jours : 17,50€;Le mois : 22,50€;La saison : 32,50€";non;Chèques bancaires et postaux;48.2103075,-0.1298215;Sarthe
PECHER EN BORDURE DE LA BRAYE;Lac et étang de pêche;Rue Gambetta;;;;72310;BESSE-SUR-BRAYE;;72035;47.8313541;0.75691786;;;;0243358295;;payscalaisien@wanadoo.fr;www.officedetourisme-payscalaisien.fr;;;;oui;;;;;;;;;;;;;;;;;;;;;;;;;;oui;;;;;;oui;;47.8313541,0.75691786;Sarthe
PECHER SUR L'ANILLE DANS UN PARC;Lac et étang de pêche;Avenue Charles de Gaulle;Parc Jean Moulin;;;72120;SAINT-CALAIS;;72269;47.9164393;0.74482928;;;;02 43 35 82 95;;payscalaisien@wanadoo.fr;www.officedetourisme-payscalaisien.fr;;;Aire de pique nique;oui;;;;;;;;;;;;;;;;;;;;;;;;;;oui;;;;;;oui;;47.9164393,0.74482928;Sarthe
PETIT TRAIN TOURISTIQUE DE CHALONNES;Formules itinérantes##Trains touristiques;;;place de la mairie;Office de tourisme;49290;CHALONNES-SUR-LOIRE;;49063;47.3519973;-0.7632777;Route (nationale/départ.)||D751||0##Autoroute||A11, sortie n°19||15##Aéroport/aérodrome||Angers Marcé||35##Gare SNCF||||1##Gare routière||||0,5##Gare SNCF||||3##Autoroute||||20##Gare SNCF||Chalonnes sur loire||4##Autoroute||Beaulieu sur Layon||15##Route (nationale/départ.)||Chalonnes sur Loire||0##Transport en commun||Chalonnes sur Loire||1##Aéroport/aérodrome||Angers||30##Gare SNCF||||3##Autoroute||||10##Route (nationale/départ.)||||0;;;02 41 78 26 21;;accueil@anjou-vignoble-villages.com;https://www.petittrain-chalonnes.fr/;Facebook||https://www.facebook.com/petittrainchalonnes/;Boutique;Climatisation;oui;Possible si petits animaux pouvant rester sur les genoux du maître sans gêner les autres personnes;Vignobles et découvertes;;oui;;;;;Français;;non;1h15;oui;non;Français;Français;Un départ tous les jours à 14h ou 15h45;non;non;oui;oui;1h15;;;;non;;;oui;||https://www.petittrain-chalonnes.fr/||||02 41 78 26 21||accueil@anjou-vignoble-villages.com;Tarif indiv. enfant||||4,50||Enfants de 5 à 12 ans##Tarif indiv. adulte||||7,50||;non;Cartes bancaires##Chèques bancaires et postaux##Chèques Vacances##Espèces;47.3519973,-0.7632777;Maine-et-Loire
PIRIAC AVENTURE;Live Escape Game##Loueur de vélos;;;2057 Route de Mesquer;;44420;PIRIAC-SUR-MER;;44125;47.38146;-2.51389;;;06 67 90 56 66;;;piriacaventure@gmail.com;http://www.piriac-aventure.com;;WiFi;Aire de pique nique##Parking##Toilettes;oui;;Famille Plus;;oui;;;;;Anglais##Espagnol;;;;;;;;;;;;;;;;;;01/04/2022||08/04/2022||||||||||||||||||||||13:00||19:00||||||||||||||||||||||10:00||19:00||||||10:00||19:00||||##08/04/2022||08/05/2022||||||10:00||19:00||||||10:00||19:00||||||10:00||19:00||||||10:00||19:00||||||10:00||19:00||||||10:00||19:00||||||10:00||19:00||||##09/05/2022||02/07/2022||||||||||||||||||||||13:00||19:00||||||||||||||||||||||10:00||19:00||||||10:00||19:00||||##02/07/2022||31/08/2022||||||09:30||19:30||||||09:30||19:30||||||09:30||19:30||||||09:30||19:30||||||09:30||19:30||||||09:30||19:30||||||09:30||19:30||||##01/09/2022||21/10/2022||||||||||||||||||||||13:00||19:00||||||||||||||||||||||13:00||19:00||||||13:00||19:00||||##22/10/2022||31/10/2022||||||13:00||19:00||||||13:00||19:00||||||13:00||19:00||||||13:00||19:00||||||13:00||19:00||||||13:00||19:00||||||13:00||19:00||||;;;;;;Cartes bancaires##Chèques bancaires et postaux##Chèques Vacances##Espèces##Virement;47.38146,-2.51389;Loire-Atlantique
PISCINE AQUA 'VAL MAINE;Piscine;;;Rue du Fief;;44140;AIGREFEUILLE-SUR-MAINE;;44002;47.07498;-1.41551;;;;02 40 54 24 56;;accueil@piscine-aquaval.fr;https://piscines-aquaval.fr/nos-piscines/nos-piscines/les-horaires/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.07498,-1.41551;Loire-Atlantique
PISCINE COMMUNALE DE PLEIN AIR DE CHAMPTOCEAUX;Piscine;;;;Le Champalud - CHAMPTOCEAUX;49270;OREE D'ANJOU;;49069;47.338171;-1.265449;;;;02 40 83 52 40 (en saison);partenaire ôsezMauges 21;;https://www.oreedanjou.fr/piscine/;;;Bar##Toilettes;;;;;;;;;;;;;;;;Français;Français;;;;;;;;;;non;01/07/2022||28/08/2022||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;Tarif indiv. enfant||||||12,00 € les 10 tickets##Tarif indiv. adulte||||||28.00€ les 10 tickets;non;;47.338171,-1.265449;Maine-et-Loire
PISCINE DE COUPEAU;Piscine;Base de Coupeau;;;;53940;SAINT-BERTHEVIN;;53201;48.0634758;-0.8285793;;;;02.43.69.09.42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.0634758,-0.8285793;Mayenne
PISCINE DE GENNES-VAL DE LOIRE;Piscine;;;Route du Thoureil;Gennes;49350;GENNES-VAL-DE-LOIRE;;49261;47.34658;-0.23893;;;;02 41 51 66 56;;direction.piscines@agglo-saumur.fr;https://www.saumurvaldeloire.fr/infos-demarches/politiques-sportives/piscines;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.34658,-0.23893;Maine-et-Loire
PISCINE DE L'HYRÔME;Piscine;;;Avenue du Général de Gaulle;CHEMILLE;49120;CHEMILLE-EN-ANJOU;;49092;47.209847;-0.7219533;Route (nationale/départ.)||Avenue du Général de Gaulle||0;;;02 41 30 63 73;;aloes.chemille@wanadoo.fr;http://www.piscine-de-hyrome.com;Facebook||https://www.facebook.com/piscineHyrome/;Boutique;Toilettes;;;;;;;;;;;;;;;;;;;;;;;;;;;oui;;;;;Tarif indiv. adulte||4,85||4,85||Pour une entrée. A partir de 16 ans##Tarif indiv. enfant||3,70||3,70||Pour une entrée. Enfants de 2 à 15 ans;non;;47.209847,-0.7219533;Maine-et-Loire
PISCINE DE PLEIN AIR ALEXANDRE BRAUD;Piscine;;;2 Avenue Alexandre Braud;Saint-Mars-la-Jaille;44540;VALLONS-DE-L'ERDRE;;44180;47.522227;-1.1847853;Route (nationale/départ.)||RD878||0##Route (nationale/départ.)||RD923||5,3;;;02 40 97 00 70;;accueil.espacesaquatiques@pays-ancenis.com;https://www.pays-ancenis.com/sorties-et-loisirs/du-cote-de/piscines-et-zones-de-baignade/piscine-alexandre-braud-saint-mars-la-jaille/;Facebook||https://www.facebook.com/compa44150/;;Toilettes;non;;;;oui;;;;;Français;;;;;;;;;;;;;;;;;non;;;;;Tarif indiv. enfant||||||6 à 17 ans;;Chèques bancaires et postaux##Chèques Vacances;47.522227,-1.1847853;Loire-Atlantique
PISCINE DU LOUET;Piscine;;;Route de Savennières;;49190;ROCHEFORT-SUR-LOIRE;;49259;47.3596962;-0.6551132;;;;02 41 78 70 55;;piscinedulouet@gmail.com;http://rochefortsurloire.fr/vie-pratique/vie-sportive/;;;Toilettes;non;;;;;;;;;Français;;;;;;;;;;;;;;;;;non;;;;;Tarif indiv. adulte||||||+ DE 16 ANS##Tarif indiv. enfant||||||ENFANTS DE 3 à 16 ANS##Tarif indiv. enfant||||||GRATUIT POUR LES ENFANTS DE MOINS DE 3 ANS;non;Chèques bancaires et postaux;47.3596962,-0.6551132;Maine-et-Loire
PISCINE ESPACE DIVAQUATIC;Piscine;;;Rue du Square;;44430;LE LOROUX-BOTTEREAU;;44084;47.2362853;-1.3442776;;;;02 40 33 80 80;;piscines@cc-sevreloire.fr;https://piscine.cc-sevreloire.fr/;;;Toilettes;non;;;;;;;;;Français;;;;;;Français;;;;;;;;;;;oui;|||||| FERMETURE POUR TRAVAUX DU 1ER JUILLET 2020 AU 31 JUILLET 2021||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;non;||||||02 40 33 80 80||espace.divaquatic@cc-loiredivatte.fr;Tarif indiv. enfant||||||-4ans gratuit;;Cartes bancaires##Chèques bancaires et postaux##Chèques Vacances;47.2362853,-1.3442776;Loire-Atlantique
PISCINES DE MANSIGNÉ;Piscine;;;Route de Requeil;;72510;MANSIGNE;;72182;47.7516411;0.1363741;Route (nationale/départ.)||D13||0##Autoroute||A28 Ecommoy ou A11 (sortie Durtal)||16##Aéroport/aérodrome||Le Mans||36##Gare SNCF||Le Mans||36##Gare routière||Le Mans||36##Transport en commun||Mansigné||0,3;En extérieur soleil;;02 85 29 12 00;;accueil@comcomsudsarthe.fr;;;Espace jeux;Toilettes;non;;;;oui;;;;;Anglais##Français;;;;;;Français;Français;;;;;;;;;;non;;;;;Tarif indiv. enfant||||||Enfant de 6 à 15 ans##Tarif groupe enfant||||||Carnet 10 entrées, Enfant de 6 à 15 ans##Tarif groupe adulte||||||Carnet 10 entrées, A partir de 16 ans##Tarif indiv. adulte||||||A partir de 16 ans;;Chèques bancaires et postaux##Chèques Vacances##Espèces;47.7516411,0.1363741;Sarthe
PLAN D'EAU;Lac et étang de pêche;;;;;72390;SEMUR-EN-VALLON;;72333;48.017505;0.65425613;;;;02 43 93 67 16;;;;;Espace jeux;Aire de pique nique;;;;;;;;;;;;;;;;;;;;;;;;;;;non;;;;;;;;48.017505,0.65425613;Sarthe
PLAN D'EAU DE BAUGÉ;Lac et étang de pêche;;;route de Pontigné;Baugé;49150;BAUGE-EN-ANJOU;;49018;47.5424301;-0.0922505;Route (nationale/départ.)||D141||0,2;;06 81 97 60 35;02 41 89 80 76;;daniel.soreau@wanadoo.fr;;;;Aire de pique nique##Toilettes;oui;;;;oui;;;;;;;;;;;;;;;;;;;;;;non;12/03/2022||18/12/2022||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;Tarif indiv. adulte||5,00||||carte de pêche 1 jour /3 lignes##Tarif indiv. enfant||3,00||||carte à la journée;non;;47.5424301,-0.0922505;Maine-et-Loire
PLAN D'EAU DE BONNOEUVRE;Aire de pique-nique##Lac et étang de pêche;Chemin des près rouges;;Chemin des près rouges;;44540;VALLONS-DE-L'ERDRE;;44180;47.5251877;-1.2329538;;En extérieur ombragé;;02 85 29 33 00;;contact@vallonsdelerdre.fr;https://www.vallonsdelerdre.fr/plans-deau/;Facebook||https://www.facebook.com/CommunedeVallonsdelErdre/;;Aire de pique nique##Toilettes;oui;;;;;;;;;;;;;;;;;;;;;;;;;;oui;;;;;;oui;;47.5251877,-1.2329538;Loire-Atlantique
PLAN D'EAU DE CHAMPFREMONT;Activités sportives et ludiques;;;;;53370;CHAMPFREMONT;;53052;48.4353993;-0.0985534;;;;09 66 92 56 35;;champfremont.mairie@wanadoo.fr;;;;;;;;;;;;Pêche;;;;;;;;;;;;;;;;;;;;;;;;;;;48.4353993,-0.0985534;Mayenne
PLAN D'EAU DE FREIGNÉ;Aire de pique-nique##Jeux pour enfants##Lac et étang de pêche;D188;;;;44540;VALLONS-DE-L'ERDRE;;44180;47.5407168;-1.2200132;;En extérieur ombragé;;02 85 29 33 00;;contact@vallonsdelerdre.fr;https://www.vallonsdelerdre.fr/plans-deau/;Facebook||https://www.facebook.com/CommunedeVallonsdelErdre/;;Aire de pique nique;oui;Chiens tenus en laisse;;;;;;;;;;;;;;;;;;;;;;;;;oui;;;;;;oui;;47.5407168,-1.2200132;Loire-Atlantique
PLAN D'EAU DE SAINT ULPHACE;Lac et étang de pêche;Rue de Soizé;;;;72320;SAINT-ULPHACE;;72322;48.158578;0.81927386;;;;02 43 71 41 29;;;;;;Aire de pique nique;;;;;;;;;;;;;;;;;;;;;;;;;;;non;;;;;;;;48.158578,0.81927386;Sarthe
PLAN D'EAU VAL DE JOUANNE;Base de loisirs##Plage surveillée;Le Val de Jouanne;;;;53210;ARGENTRE;;53007;48.077705;-0.6353796;;;;02.43.37.30.21;02.43.37.32.49;mairie@argentre.fr;www.argentre.fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;oui;;;;;;;;48.077705,-0.6353796;Mayenne
PLAN D’EAU COMMUNAL;Lac et étang de pêche;;;;;49560;PASSAVANT-SUR-LAYON;;49236;47.1040406;-0.3898329;;;;02 41 87 57 09;;secretariat@fedepeche49.fr;www.fedepeche49.fr;Facebook||https://www.facebook.com/FedePeche49##Instagram||https://www.instagram.com/federationpeche49/;;Aire de pique nique##Parking;oui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.1040406,-0.3898329;Maine-et-Loire
PLAN D’EAU COMMUNAL;Lac et étang de pêche;rue du Lavoir;Le Guédeniau;;;49150;BAUGE-EN-ANJOU;;49018;47.4941415;-0.0456424;;;;02 41 87 57 09;;secretariat@fedepeche49.fr;www.fedepeche49.fr;Facebook||https://www.facebook.com/FedePeche49##Instagram||https://www.instagram.com/federationpeche49/;Espace jeux;Abri##Aire de pique nique##Parking##Poubelles;;;;;;;;;;;;;;;;;;;;;;;;;;;;01/01/2021||31/12/2023||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;oui;;47.4941415,-0.0456424;Maine-et-Loire
PLANEUR PASSION MAYENNE;Aérodrome;;;Aérodrome de la Rogerie;;53440;ARON;;53008;48.2666027;-0.5888973;Aéroport/aérodrome||Aérodrome de la Rogerie||0##Gare routière||Mayenne||11##Gare SNCF||Laval||35;;06 43 82 08 91;;;planeurpassion.rogerie@gmail.com;https://planeurpassionroge.wixsite.com/aron;Facebook||https://www.facebook.com/planeurpassion/;;Aire de pique nique;non;;;;oui;;;;;Français;;;;;;;;;;;;;;;;;;;Association Planeur Passion Mayenne||06 43 82 08 91||planeurpassion@free.fr;;;;non;Chèques bancaires et postaux;48.2666027,-0.5888973;Mayenne
PLANÈTE ODYSSÉE LOCATION DE CANOËS A FREIGNÉ;Base ou club nautique;;Plan d'eau de Freigné;D185 - Rue Marie Lardeux;;44540;VALLONS-DE-L'ERDRE;;44180;47.5505053;-1.1264464;Route (nationale/départ.)||Rue Marie Lardeux - Près de l'étang||;;06 83 93 93 66;02 41 92 07 09;;planeteodysee49@gmail.com;;;;Aire de pique nique;;;;;;;;;;Français;;;;;;;Français;;;;;;;;;;;;Madame FREMY||06 83 93 93 66||planeteodyssee49@gmail.com;;;Tarif indiv. adulte||||||Tarif à l'heure##Tarif indiv. enfant||||||Tarif à l'heure;;Chèques bancaires et postaux;47.5505053,-1.1264464;Loire-Atlantique
POINT S ECOMOBILITE;Loueur de vélos;;;;;44310;SAINT-PHILBERT-DE-GRAND-LIEU;;44188;47.047024;-1.6406084;;;;02 40 78 95 90;;gladis@points.fr;;;Location/prêt de vélo;;non;;;;non;;;;;Français;;;;;;;;;;;;;;;;;oui;01/01/2022||31/12/2022||du lundi au samedi ||le dimanche ||||||||||||||||||||||||||||||||||||||||||||||||||||||||;Anthony Marboeuf ||02 40 78 95 90||gladis@points.fr;;;;non;;47.047024,-1.6406084;Loire-Atlantique
