NOM_DE_LA_FeTE_OU_MANIFESTATION;CATeGORIE_DE_LA_FeTE_OU_MANIFESTATION;ADRESSE1;ADRESSE1SUITE;Adresse_partie2;Adresse_partie3;CODE_POSTAL;COMMUNE_DE_LA_FÃŠTE_OU_MANIFESTATION;BUREAU_DISTRIBUTEUR_ADRESSE_POSTALE;CEDEX;CODE_INSEE_DE_LA_COMMUNE;LATITUDE;LONGITUDE;POINT_ACCÃˆS_NOM_DISTANCE_EN_KM;N_TeLePHONE_FIXE;N_TeLePHONE_MOBILE;N_FAX;ADRESSE_EMAIL;URL_WEB;TYPE_DE_PLATEFORME_URL;URL_POUR_ACCeDER_Ã€_LA_VIDeO;PUBLIC_CONCERNe_PAR_OFFRE;WIDGET_TRIPADVISOR;CODE_EMBED_POUR_INTeGRER_UNE_VIDeO;PeRIODICITe_DE_LA_MANIFESTATION;PReCISION_SUR_LA_PeRIODICITe;LABEL_TOURISME_HANDICAP;DUReE_DE_VISITE_POUR_LES_INDIVIDUELS;VISITES_LIBRES_PROPOSeES_AUX_INDIVIDUELS_EN_PERMANENCE_OUI_NON;VISITES_GUIDeES_PROPOSeES_AUX_INDIVIDUELS_SUR_DEMANDE_OUI_NON;VISITES_GUIDeES_PROPOSeES_AUX_INDIVIDUELS_EN_PERMANENCE_OUI_NON;VISITES_GUIDeES_PROPOSeES_AUX_GROUPES_SUR_DEMANDE_OUI_NON;VISITES_GUIDeES_PROPOSeES_AUX_GROUPES_EN_PERMANENCE_OUI_NON;VISITES_GUIDeES_PROPOSeES_AUX_GROUPES_EN_PERMANENCE_OUI_NON2;DUReE_DE_VISITE_POUR_LES_GROUPES;VISITES_PeDAGOGIQUES_PROPOSeES_AUX_GROUPES_EN_PERMANENCE_OUI_NON;LANGUES_PARLeES;LANGUES_DES_AUDIO_GUIDES;HORAIRES_OUVERTURES;TARIFS_ANNeE_EN_COURS_PROPOSeS;TARIF_GRATUIT;MOYENS_DE_ReSERVATION_DIRECTE;CENTRALE_DE_ReSERVATION_EN_LIGNE;MOYENS_DE_ReSERVATION_EN_LIGNE;MODES_DE_PAIEMENT_ACCEPTeS;LOCALISATION;DEPARTEMENT
FESTIVAL  LES RENDEZ-VOUS  DE ST LYPHARD;Festival;autour du centre Culturel Athéna;Place Général de Gaulle;;;72400;LA FERTE-BERNARD;;;72132;48.1827798;0.64955671;;02 43 71 46 46;;;;;;;;;;;;;;;;;;;;;;;;20/05/2022||21/05/2022||||||||;;;;;;;48.1827798,0.64955671;Sarthe
FESTIVITÉS DU 14 JUILLET;Feux d'artifice;;site des douves;;;72110;BEAUFAY;;;72026;48.14717;0.36301;;02 43 52 13 13;;;;;Facebook||https://www.facebook.com/mairiebeaufay;;;;;;;;;;;;;;;;;;;14/07/2022||14/07/2022||||||||;;;;;;;48.14717,0.36301;Sarthe
FETE AU VILLAGE;Visites et sorties à thèmes;;;;;72160;DUNEAU;;;72122;48.06764;0.526697;;06 34 61 02 93;;;;;;;;;;;;;;;;;;;;;;;;16/07/2022||17/07/2022||||||||;;;;;;;48.06764,0.526697;Sarthe
FEU D'ARTIFICE;Feux d'artifice;;;;;72320;MELLERAY;;;72193;48.09928;0.79937;;02 43 93 64 10;;;;;;;;;;;;;;;;;;;;;;;;14/07/2022||14/07/2022||||||||;;;;;;;48.09928,0.79937;Sarthe
FEUX D'ARTIFICE ET MÉCHOUI;Feux d'artifice;;stade de foot;;;72110;NOGENT-LE-BERNARD;;;72220;48.2368;0.48955;;;;;;;;;;;;;;;;;;;;;;;;;;16/07/2022||16/07/2022||||||||;;;;;;;48.2368,0.48955;Sarthe
CONCERTS BLUES;;;;Lieu-dit Roussigny;;72320;SAINT-ULPHACE;;;72322;48.1651;0.84445;;;;;;www.roussigny.fr;;;;;;Annuel;;;;;;;;;;;;;;24/06/2022||26/06/2022||||||||;;;;;;;48.1651,0.84445;Sarthe
LA FAMILLE FIALEIX ET LES VITRAUX DE L'ÉGLISE, VISISTE GUIDÉE ORGANISÉE PAR L'ASSOCIATION DU PATRIMOINE ET DES SITES DE MAYET;Visites et sorties à thèmes;;;;;72360;MAYET;;;72191;47.75944;0.27494;;02 43 46 99 43;;;;www.vitraux-fialeix.fr;;;;;;;;;;;;;;;oui;;;;;14/08/2022||14/07/2022||15:00||||||;;;;;;;47.75944,0.27494;Sarthe
RANDONNÉE PÉDESTRE ET VTT;Randonnée;Espace du Pont Romain;;;;72450;MONTFORT-LE-GESNOIS;;;72241;48.0482299;0.419952;;;06 80 90 35 50;;patriciaimbertpierson@gmail.com;;;;;;;;;;;;;;;;;;;;;15/05/2022||15/05/2022||07:30||||||;;;;;;;48.0482299,0.419952;Sarthe
VIDE GRENIER;Brocantes & vide-greniers;champ communal;;;;72320;VALENNES;;;72366;47.9976912;0.80880913;;Contact : Comité des fêtes;;;;;;;;;;;;;;;;;;;;;;;;23/07/2022||23/07/2022||07:00||18:00||||;;;;;;;47.9976912,0.80880913;Sarthe
1E MAI FÊTE CE QUI TE PLAÎT;Spectacle;Les Prés-Marais;;;;72540;LOUE;;;72168;47.9971556;-0.1480741;;272880037;;;culture@cc-lbn.fr;www.culturelbn.fr;;;;;;Ponctuel;;;;;;;;;;;;Français;;01/05/2022||01/05/2022||15:00||18:00||||;;oui;;;;;47.9971556,-0.1480741;Sarthe
CHANTONS TOUS SUR PLACE;Visites et sorties à thèmes;Place de la République;;;;72400;LA FERTE-BERNARD;;;72132;48.184686;0.65796811;;02 43 93 67 92;;;;;;;;;;;;;;;;;;;;;;;;21/06/2022||21/06/2022||19:00||||||;;;;;;;48.184686,0.65796811;Sarthe
16ÉME RANDONNÉE PÉDESTRE SEMI-NOCTURNE;Randonnée;Cour du Logis;;;;72320;SAINT-MAIXENT;;;72296;48.089987;0.651629;;02 43 93 73 87;;;;;;;;;;;;;;;;;;;;;;;;30/07/2022||30/07/2022||19:00||||||;;;;;;;48.089987,0.651629;Sarthe
[ANNULÉ] DUTRONC & DUTRONC;Concert;;Antarès;2, avenue d'Antarès;;72100;LE MANS;;;72181;47.956073;0.22558715;Transport en commun||Tramway T1 - Terminus Antarès/MMArena||0,1;02 43 84 67 00;;;;https://www.antareslemans.com/evenement/dutronc-dutronc/;Facebook||https://www.facebook.com/salle.antares,Instagram||https://www.instagram.com/antares_le_mans/,Twitter||https://twitter.com/AntaresLeMans;;;;;Ponctuel;;;;;;;;;;;;;;05/02/2023||05/02/2023||19:00||||||;;non;;oui;||https://www.antareslemans.com/fr/veronic-dicaire-le-mans-antares-09-12-2022||||02 43 84 67 00||billetterielemans@citylive.fr;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.956073,0.22558715;Sarthe
[REPORTÉ] HOLIDAY ON ICE;Spectacle;;Antarès;2 Avenue Antares;;72100;LE MANS;;;72181;47.956751;0.226448;Transport en commun||Tramway T1 - Terminus Antarès/MMArena||0,1;;;;;https://www.antareslemans.com/;Facebook||https://www.facebook.com/salle.antares/,Instagram||https://www.instagram.com/antares_le_mans/,Twitter||https://twitter.com/AntaresLeMans;;;;;Ponctuel;;;;;;;;;;;;;;"28/03/2023||29/03/2023||||||Mar 20:00; mer 14:00 et 20:00||,28/03/2023||28/03/2023||20:00||||||,29/03/2023||29/03/2023||14:00||||||,29/03/2023||29/03/2023||20:00||||||";"Tarif indiv. adulte||29,00||74,00||Tarifs :;Placement numéroté;Carré Or : 74 €;Catégorie 1 : 59 €;Catégorie 2 : 44 €;Catégorie 3 : 29 €;Enfants – 12 ans (toutes catégories) : 19.90 €;,Tarif indiv. enfant||19,90||19,90||Tarifs :;Placement numéroté;Carré Or : 74 €;Catégorie 1 : 59 €;Catégorie 2 : 44 €;Catégorie 3 : 29 €;Enfants – 12 ans (toutes catégories) : 19.90 €;";non;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.956751,0.226448;Sarthe
ALBAN IVANOV;Spectacle;;Antarès;2, avenue d'Antarès;;72000;LE MANS;;;72181;47.9555964;0.2226793;;;;;;https://www.antareslemans.com/;;;;;;Ponctuel;;;;;;;;;;;;;;23/10/2022||23/10/2022||18:00||||||;;non;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances;47.9555964,0.2226793;Sarthe
ANIMATION AU PROFIT DU TELETHON;Visites et sorties à thèmes;Salle des fêtes;;;;72400;LA CHAPELLE-DU-BOIS;;;72062;48.22096;0.59282;;06 83 49 01 30;;;;;;;;;;;;;;;;;;;;;;;;21/05/2022||21/05/2022||14:00||18:00||||;;;;;;;48.22096,0.59282;Sarthe
ATELIER DE SOPHROLOGIE;Stages-Atelier-Jeux;;Association Spirales - Centre Beaulieu;176 Avenue François Chancel;;72000;LE MANS;;;72181;48.018575;0.193033;;;;;mauboussin.sophro@gmail.com;;;;;;;Ponctuel;;;;;;;;;;;;;;14/05/2022||14/05/2022||10:00||12:00||||;;non;;;;;48.018575,0.193033;Sarthe
COCHON GRILLÉ;Fêtes populaires;;;;Le Port;72210;LA SUZE-SUR-SARTHE;;;72346;47.8898564;0.03072533;;06 89 72 45 65;;;batik72@live.fr;;;;;;;;;;;;;;;;;;;;;04/06/2022||04/06/2022||20:00||02:00||||;"Tarif indiv. adulte||||||Le repas (apporter ses couverts).,Tarif indiv. enfant||||||Jusqu'à 12 ans.;Le repas (apporter ses couverts).";non;;;;;47.8898564,0.03072533;Sarthe
CONCERT;Concert;Eglise;;;;72400;CORMES;;;72093;48.170933;0.706489;;02 43 71 04 17;;;;;;;;;;;;;;;;;;;;;;;;18/09/2022||18/09/2022||16:00||||||;;non;;;;;48.170933,0.706489;Sarthe
FÊTE DU VILLAGE;Visites et sorties à thèmes;Salle des fêtes;;;;72400;LA CHAPELLE-DU-BOIS;;;72062;48.22096;0.59282;;06 83 49 01 30;;;;;;;;;;;;;;;;;;;;;;;;25/06/2022||25/06/2022||09:00||23:30||||;;;;;;;48.22096,0.59282;Sarthe
GRAND PRIX DE FRANCE MOTO;Manifestation sportive;;Circuit Bugatti;Place Luigi Chinetti;;72100;LE MANS;;;72181;47.9561834;0.20770991;;04 73 91 85 75;;;michy-manager@nat.fr;http://www.gpfrancemoto.com/fr;Facebook||https://www.facebook.com/grandprixdefrancemoto,Twitter||https://twitter.com/search?q=grand%20prix%20de%20france%20moto&src=typd;;;;;Annuel;;;;;;;;;;;;;;13/05/2022||15/05/2022||||||||;;non;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances;47.9561834,0.20770991;Sarthe
HEROES BOWIE BERLIN 1976-80 – THE ULTIMATE DAVID BOWIE TRIBUTE;Concert;;Antarès;2, avenue d'Antarès;;72100;LE MANS;;;72181;47.956073;0.22558715;Transport en commun||Tramway T1 - Terminus Antarès/MMArena||0,1;02 43 84 67 00;;;;https://www.antareslemans.com/evenement/heroes-bowie-berlin-1976-80-2/;Facebook||https://www.facebook.com/salle.antares,Instagram||https://www.instagram.com/antares_le_mans/,Twitter||https://twitter.com/AntaresLeMans;;;;;Ponctuel;;;;;;;;;;;;;;25/01/2023||25/01/2023||20:00||||||;"Tarif indiv. adulte||||||Carré Or : 79 €;Catégorie 1 : 66 €;Catégorie 2 : 53 €;Catégorie 3 : 38 €;Placement numéroté.;";non;;oui;||https://www.antareslemans.com/fr||||02 43 84 67 00||billetterielemans@citylive.fr;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.956073,0.22558715;Sarthe
JE M’EN VAIS MAIS  L’ÉTAT DEMEURE;Spectacle;Centre Culturel Athéna;Place Général de Gaulle;;;72400;LA FERTE-BERNARD;;;72132;48.1827582;0.64961036;;02 43 71 46 46;;;;;;;;;;;;;;;;;;;;;;;;05/05/2022||05/05/2022||20:00||22:00||||;;non;;;;;48.1827582,0.64961036;Sarthe
JOURNEES PORTES OUVERTES;Visites et sorties à thèmes;;;Rue de Buet;Base de loisirs de Brûlon;72350;BRULON;;;72050;47.967842;-0.230512;;;06 77 89 49 18;;basedepleinair@gmail.com;;;;;;;Ponctuel;;;;;;;;;;;;;;04/06/2022||04/06/2022||10:00||18:00||||;;oui;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.967842,-0.230512;Sarthe
JOURNÉE DES PEINTRES;Exposition;;;;;72110;BRIOSNE-LES-SABLES;;;72048;48.1743586;0.3949189;;02 43 97 60 63;;;;;;;;;;;;;;;;;;;;;;;;12/06/2022||12/06/2022||08:30||||||;;;;;;;48.1743586,0.3949189;Sarthe
KERMESSE DE L'ECOLE;Fêtes populaires;Salle Omnisports Route de Bouër;;;;72390;LE LUART;;;72172;48.069938;0.592255;;07 88 56 35 96;;;;;;;;;;;;;;;;;;;;;;;;02/07/2022||02/07/2022||||||||;;;;;;;48.069938,0.592255;Sarthe
L'ÉQUIPAGE;Contes et lectures;;Médiathèque des Saulnières;239 Avenue Rhin et Danube;;72000;LE MANS;;;72181;48.02048;0.18379;;02 43 14 55 20;;;;;;;;;;;;;;;;;;;;;;;;14/06/2022||14/06/2022||18:30||||||;;oui;;;;;48.02048,0.18379;Sarthe
LA FILLE DU SAMOURAI;Spectacle;;Le Rabelais;1 Place Victor Hugo;;72560;CHANGE;;;72058;47.98584;0.28348;;;;;accueil@leraeblais.org;;;;;;;;;;;;;;;;;;;;;17/05/2022||17/05/2022||18:00||||||;Tarif indiv. enfant||-2,00||||- de 12 ans;;;;;;47.98584,0.28348;Sarthe
LA NOG'EN TRAIL;;;;;;72110;NOGENT-LE-BERNARD;;;72220;48.2359546;0.48980821;;;;;;;Facebook||https://www.facebook.com/pb.athle;;;;;;;;;;;;;;;;;;;28/08/2022||28/08/2022||||||||;;;;;;;48.2359546,0.48980821;Sarthe
LARA FABIAN;Concert;;Palais des Congrès et de la Culture;Rue d'Arcole;;72000;LE MANS;;;72181;48.0007657;0.19202859;;;;;;02 43 43 59 59;;;;;;Ponctuel;;;;;;;;;;;;;;01/10/2022||01/10/2022||20:00||||||;Tarif indiv. adulte||||||Cat.Or: 75€ / Cat.1: 59€ / Cat.2: 49€;non;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances;48.0007657,0.19202859;Sarthe
LE P’TIT LYPHARD;Festival;Pelouse Centre culturel Athéna;;;;72400;LA FERTE-BERNARD;;;72132;48.1829819;0.64970671;;06 84 14 34 14;;;;www.tombesdelalune.com;;https://youtu.be/9-FTdjYaE9Y;;;;;;;;;;;;;;;;;;20/05/2022||21/05/2022||||||||;;;;;;;48.1829819,0.64970671;Sarthe
LES 5 LITRES DU MANS;Manifestation sportive;;;Centre-ville;;72000;LE MANS;;;72181;48.0076283;0.19848734;;;;;;http://www.car-le-mans.fr/;Facebook||https://www.facebook.com/CAR-Le-Mans-111271591462856/?ref=page_internal;;;;;Annuel;;;;;;;;;;;;;;08/05/2022||08/05/2022||14:30||18:00||||;;oui;;;;;48.0076283,0.19848734;Sarthe
LES PUCES DE FRESNAY;Brocantes & vide-greniers;;Sous les Halles;Place de Bassum;;72130;FRESNAY-SUR-SARTHE;;;72138;48.28153;0.01951;;02 43 97 23 75;;;;;Facebook||https://www.facebook.com/Fresnaysarthe,Instagram||https://www.instagram.com/fresnaysursarthe/?hl=fr;;;;;Ponctuel;;;;;;;;;;;;;;10/09/2022||10/09/2022||08:00||18:00||||;;oui;;;;;48.28153,0.01951;Sarthe
LES PUCES DE FRESNAY;Brocantes & vide-greniers;;Sous les Halles;Place de Bassum;;72130;FRESNAY-SUR-SARTHE;;;72138;48.28153;0.01951;;02 43 97 23 75;;;;;Facebook||https://www.facebook.com/Fresnaysarthe,Instagram||https://www.instagram.com/fresnaysursarthe/?hl=fr;;;;;Ponctuel;;;;;;;;;;;;;;10/12/2022||10/12/2022||08:00||18:00||||;;oui;;;;;48.28153,0.01951;Sarthe
LES PUCES DE FRESNAY;Brocantes & vide-greniers;;Sous les Halles;Place de Bassum;;72130;FRESNAY-SUR-SARTHE;;;72138;48.28153;0.01951;;02 43 97 23 75;;;;;Facebook||https://www.facebook.com/Fresnaysarthe,Instagram||https://www.instagram.com/fresnaysursarthe/?hl=fr;;;;;Ponctuel;;;;;;;;;;;;;;11/06/2022||11/06/2022||08:00||18:00||||;;oui;;;;;48.28153,0.01951;Sarthe
LES QUINCONCES – SCÈNE NATIONALE;Visites et sorties à thèmes;;Départ Maison du Pilier-Rouge;43 Grande Rue;;72000;LE MANS;;;72181;48.00836;0.19683;;02 43 47 40 30;;;;;;;;;;;;;;;;oui;;;;;;;;24/05/2022||24/05/2022||14:00||||||;"Tarif indiv. adulte||4,00||6,00||réduit : enfants de 6 à 12 ans, étudiants ;demandeurs d'emploi, personnes handicapées, ;adhérents partenaire ;exonéré : enfants moins de 6 ans , journalistes et ;guides conférenciers sur justificatif.";;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces;48.00836,0.19683;Sarthe
L’ENCEINTE CACHÉE ET SECRÈTE EN VISITE FLASH DE 45 MN;Visites et sorties à thèmes;;Musée JC Boulard - Carré Plantagenêt;2 rue Claude Blondeau;;72000;LE MANS;;;72181;48.0066455;0.1975094;;02 43 47 40 30;;;;;;;;;;;;;;;;oui;;;;;;;;21/05/2022||21/05/2022||15:00||||||;"Tarif indiv. adulte||2,00||3,00||réduit : enfants de 6 à 12 ans, étudiants ;demandeurs d'emploi, personnes handicapées, ;adhérents partenaire ;exonéré : enfants moins de 6 ans , journalistes et ;guides conférenciers sur justificatif.";;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces;48.0066455,0.1975094;Sarthe
MARCHE DE NOEL;Animations de Noël;;;Place de l'église et de la mairie;;72430;FERCE-SUR-SARTHE;;;72131;47.9016912;-0.0311028;;;06 28 20 12 63;;calfercesursarthe@gmail.com;;Facebook||https://www.facebook.com/calferce/;;;;;;;;;;;;;;;;;;;11/12/2022||11/12/2022||14:00||21:00||||;Tarif abonné||5,00||||,Tarif indiv. adulte||7,00||||,Tarif indiv. enfant||5,00||||;;;;;;47.9016912,-0.0311028;Sarthe
MARCHÉ DE LA BUTTE - LE MANS;Marché;;;Avenue Bollée;;72000;LE MANS;;;72181;47.9982211;0.21357529;;;;;;;;;;;;Hebdomadaire;;;;;;;;;;;;;;01/01/2017||31/12/2022||||||||;;oui;;;;;47.9982211,0.21357529;Sarthe
MARCHÉ DE LA PLACE WASHINGTON - LE MANS;Marché;;;Place Georges Washington;;72000;LE MANS;;;72181;47.9956825;0.20264789;;;;;;;;;;;;Hebdomadaire;;;;;;;;;;;;;;01/01/2017||31/12/2022||||||||;;oui;;;;;47.9956825,0.20264789;Sarthe
MARCHÉ DE NOËL;Animations de Noël;Place de l'Eglise;;;;72370;LE BREIL-SUR-MERIZE;;;72046;48.009836;0.47857399;;02 43 76 91 51;;;;;;;;;;;;;;;;;;;;;;;;09/12/2022||09/12/2022||16:00||||||;;;;;;;48.009836,0.47857399;Sarthe
MARCHÉ DE PONTLIEUE - LE MANS;Marché;;;Place Henri Vaillant;;72100;LE MANS;;;72181;47.9817566;0.21297249;;;;;;http://www.lemans.fr;;;;;;Hebdomadaire;;;;;;;;;;;;;;01/01/2017||31/12/2022||||||||;;oui;;;;;47.9817566,0.21297249;Sarthe
MARCHÉ GASTRONOMIQUE;Marché;Centre bourg;;;;72460;SAVIGNE-L'EVEQUE;;;72329;48.0744403;0.30283142;;02 43 27 50 28;;;;;;;;;;;;;;;;;;;;;;;;17/12/2022||18/12/2022||||||||;;;;;;;48.0744403,0.30283142;Sarthe
MARCHÉ GOURMAND;Visites et sorties à thèmes;;;;;72320;SAINT-MAIXENT;;;72296;48.09003;0.65505;;06 16 35 31 10;;;;;;;;;;;;;;;;;;;;;;;;26/06/2022||26/06/2022||||||||;;;;;;;48.09003,0.65505;Sarthe
MARCHÉ NOCTURNE;Marché;;;rue du port;;72210;LA SUZE-SUR-SARTHE;;;72346;47.8903465;0.03016665;;02 43 77 30 49;;;contact@lasuze.fr;http://www.lasuze.fr;;;;;;Ponctuel;;;;;;;;;;;;;;01/07/2022||01/07/2022||19:00||23:00||||,26/08/2022||26/08/2022||19:00||23:00||||;;oui;;;;;47.8903465,0.03016665;Sarthe
MARCHÉ SEMI-NOCTURNE DE GAZONFIER - LE MANS;Marché;;Parking du Centre commercial Gazonfier;Rue Albert Samain;;72000;LE MANS;;;72181;47.9996996;0.22890914;;;;;anim.gazonfier.yzeuville@gmail.com;;;;;;;Hebdomadaire;;;;;;;;;;;;;;01/01/2017||31/12/2022||||||||;;oui;;;;;47.9996996,0.22890914;Sarthe
PEOPLE UNITED;Danse (spectacle);Les Quinconces et L'Espal;Théâtre des Quinconces;4 Place des Jacobins;;72000;LE MANS;;;72181;48.0080743;0.2005444;;02 43 50 21 50;;;;https://www.quinconces-espal.com/la-saison/people-united;;;;;;;;;;;;;;;;;;;;10/05/2022||10/05/2022||20:00||21:30||||;;non;;;;;48.0080743,0.2005444;Sarthe
PIQUE-NIQUE;;;;;;72440;COUDRECIEUX;;;72094;47.9930499;0.628792;;;;;;;;;;;;;;;;;;;;;;;;;;07/06/2022||07/06/2022||||||||;;;;;;;47.9930499,0.628792;Sarthe
PLASTIC ODYSSÉE;Exposition;;La Fabrique - Rêves de ville;5 Boulevard Anatole France;;72000;LE MANS;;;72181;48.00099;0.18806;;;;;culture-scientifique@univ-lemans.fr;;;;;;;;;;;;;;;;;;;;;02/03/2022||25/06/2022||09:00||18:00||Du mercredi au samedi||Fermé les samedis matins;;oui;;;;;48.00099,0.18806;Sarthe
PORTES OUVERTES ESCAL-EMM POUR LES SCOLAIRES;;Escal, Place Ledru Rollin;;;;72400;LA FERTE-BERNARD;;;72132;48.18685;0.65461;;02 43 93 67 92;;;;;;;;;;;;;;;;;;;;;;;;29/06/2022||30/06/2022||||||||;;;;;;;48.18685,0.65461;Sarthe
QUÊTE - LES SORCIÈRES;Stages-Atelier-Jeux;;Abbaye Royale de l'Epau;Route de Changé;;72530;YVRE L'EVEQUE;;;72181;47.9839581;0.2506153;Transport en commun||||,Route (nationale/départ.)||||,Autoroute||||,Gare SNCF||||;02 43 84 22 29;;;epau.accueil@sarthe.fr;http://epau.sarthe.fr/nos-offres-pour-la-famille;Facebook||https://fr-fr.facebook.com/AbbayeRoyaledelEpau/,Instagram||https://www.instagram.com/abbayeroyaledelepau_/?hl=fr;;;;;;;;;;;;;;;;;;;02/11/2022||02/11/2022||11:00||17:30||||,03/11/2022||03/11/2022||11:00||17:30||||;Tarif indiv. adulte||5,50||||,Tarif indiv. enfant||3,00||||10-17 ans,Tarif indiv. enfant||2,00||||- 10 ans;non;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces;47.9839581,0.2506153;Sarthe
RANDO FERME;Sortie nature / environnement;;;;Malabord;72550;Brains sur Gée;;;72274;48.006663;-0.0146941;;;06 20 87 41 40;;;;Facebook||https://www.facebook.com/profile.php?id=100076455390767;;;;;;;;;;;;;;;;;;;14/05/2022||14/05/2022||14:00||||||;Tarif indiv. adulte||3,00||||Randonnée,Tarif indiv. enfant||0,00||||Gratuit moins de 16 ans;non;;;;;48.006663,-0.0146941;Sarthe
RANDO PATRIMOINE;Visites et sorties à thèmes;;;;;72600;MAMERS;;;72180;48.35069;0.36851;Route (nationale/départ.)||D311||1;243976063;;;contact@tourisme-maine-saosnois.com;www.tourisme-maine-saosnois.com;;;;;;Ponctuel;;;;;;oui;;;oui;;;Français;;14/05/2022||14/05/2022||10:00||12:00||||;;oui;Office de Tourisme||02 43 97 60 63||contact@tourisme-maine-saosnois.com;;;;48.35069,0.36851;Sarthe
RANDONNÉE VTT;Randonnée;Espace du Pont-Romain;;;;72450;MONTFORT-LE-GESNOIS;;;72241;48.0482299;0.419952;;;06.72.99.35.31;;;;;;;;;;;;;;;;;;;;;;;14/05/2022||15/05/2022||||||||;;;;;;;48.0482299,0.419952;Sarthe
RASSEMBLEMENT DE VÉHICULES ANCIENS ET DE COLLECTION;Exposition;Espace du Pont-Romain;;;;72450;MONTFORT-LE-GESNOIS;;;72241;48.0482299;0.419952;;;06 22 97 35 41;;reves72@reves.fr;;;;;;;;;;;;;;;;;;;;;18/06/2022||19/06/2022||||||||;;;;;;;48.0482299,0.419952;Sarthe
RÉCITAL D'ORGUE DE MARINA TCHEBOURKINA;Concert;;Eglise Notre-Dame;Rue du 115ème RI;;72600;MAMERS;;;72180;48.351507;0.37232;Route (nationale/départ.)||D311||0,5;02 43 33 89 80;;;orguesmamers@gmail.com;https://orguesmamers.wixsite.com/website;;;;;;Ponctuel;;;;;;;;;;;;;;08/05/2022||08/05/2022||17:00||19:00||||;;;;;;;48.351507,0.37232;Sarthe
SALON DES VIGNERONS;Foire ou salon;Halles Denis Béalet;;;;72400;LA FERTE-BERNARD;;;72132;48.18685;0.65461;;02 43 93 36 79;;;;;;;;;;;;;;;;;;;;;;;;06/05/2022||08/05/2022||||||||;;;;;;;48.18685,0.65461;Sarthe
SAN SALVADOR ~ LA GRANDE FOLIE;Concert;Cri-Cri Plage;;;;72300;SOLESMES;;;72336;47.85238;-0.30071;;02 43 62 22 22;;;billetterie@lentracte-sable.fr;www.lentracte-sable.fr;;;;;;;;;;;;;;;;;;;;21/05/2022||21/05/2022||20:30||||||;Tarif indiv. adulte||13,00||||,Tarif indiv. réduit||10,00||||,Tarif indiv. enfant||8,00||||;;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces;47.85238,-0.30071;Sarthe
SOIRÉE BLUES;Concert;Salle Michel Berger;;;;72460;SAVIGNE-L'EVEQUE;;;72329;48.0743973;0.30278851;;;;;;;;;;;;Ponctuel;;;;;;;;;;;;;;25/11/2022||25/11/2022||20:30||||||;;;;;;;48.0743973,0.30278851;Sarthe
SOIRÉE ESCAPE GAME;Stages-Atelier-Jeux;Centre Maurice Loiseau;;;;72400;LA FERTE-BERNARD;;;72132;48.1836953;0.64784009;;06 77 76 92 84;;;;;;;;;;;;;;;;;;;;;;;;13/05/2022||13/05/2022||20:00||||||;;;;;;;48.1836953,0.64784009;Sarthe
SOIRÉE QUIZZ MUSICAL;Stages-Atelier-Jeux;Centre Maurice Loiseau;;;;72400;LA FERTE-BERNARD;;;72132;48.183701;0.64839243;;06 77 76 92 84;;;;;;;;;;;;;;;;;;;;;;;;09/12/2022||09/12/2022||20:00||||||;;;;;;;48.183701,0.64839243;Sarthe
SOIRÉES TIRELIPOTIN;;foyer rural de thorigné sur dué;;;;72160;THORIGNE-SUR-DUE;;;72358;48.0393649;0.534272;;02 43 89 03 11;;;;;;;;;;;;;;;;;;;;;;;;13/06/2022||13/06/2022||||||||;;oui;;;;;48.0393649,0.534272;Sarthe
SPECTACLE DE DANSE HIP HOP;Danse (spectacle);CENTRE CULTUREL ATHENA;;PLACE GENRAL DE GAULLE;;72400;LA FERTE-BERNARD;;;72132;48.184306;0.648803;;02 43 93 67 92;;;;;;;;;;;;;;;;;;;;;;;;04/06/2022||04/06/2022||20:00||||||;;;;;;;48.184306,0.648803;Sarthe
SPECTACLE DE LA PULSE À L'OREILLE;Spectacle;Halles Denis Béalet, place de la lice;;;;72400;LA FERTE-BERNARD;;;72132;48.1850458;0.65359592;;06 74 85 61 98;;;;;;;;;;;;;;;;;;;;;;;;14/10/2022||16/10/2022||||||||;;;;;;;48.1850458,0.65359592;Sarthe
TESSÉ OU CAFÉ ? DÉGUSTATION CULTURELLE AU MUSÉE DE TESSÉ;Visites et sorties à thèmes;;Musée de Tessé;2 Avenue de Paderborn;;72000;LE MANS;;;72181;48.01082;0.20417;;02 43 47 38 51;;;musees@lemans.fr;www.lemans.fr/musees;;;;;;Ponctuel;;;;;;;;;;;;;;04/06/2022||04/06/2022||14:30||||||;Tarif indiv. adulte||6,00||6,00||;non;;;;;48.01082,0.20417;Sarthe
