nom_offre_touristique;type_offre;adresse1;adresse1suite;adresse2;adresse3;code_postal;bureau_distributeur;commune;cedex;code_insee;latitude;longitude;situation_offre;n_mobile;n_fixe;n_fax;email;url_web;url_video;code_embed;type_url;widget_tripadvisor;secteur_activite;labels;label_tourisme_handicap;animal_accepte;information_animal;groupe_accepte;nombre_personnes_max;nombre_personnes_min;langues_acceuil;appellation_vins;degustations_gratuites;salle_equipee;vente_propriete;duree_visite_individuels;duree_visite_groupes;visites_guidees_groupes_permanence;visites_guidees_groupes_sur_demande;visites_libres_groupes_permanence;visites_pedagogiques_groupes_permanence;visites_guidees_individuels_permanence;visites_guidees_individuels_sur_demande;langue_parlee_visites;visites_libres_individuels_permanence;offres_proposees;ouvert_toute_annee;horaires_ouvertures;moyen_reservation_directe;moyen_reservation_en_ligne;centrale_reservation_en_ligne;tarif_gratuit;tarif;modes_paiement;localisation;departement
SCEA VINS BOULAY;Vins;;;La Tendrière;Poncé sur le Loir;72340;;LOIR EN VALLÉE;;72262;47.759027;0.65003865;;686968138;;02 43 75 82 22;jasnieres-mboulay@orange.fr;http://www.jasnieres-boulay.com;;;;;Viticulture;;;oui;;oui;50;0;;"Coteaux du Loir;Jasnières";oui;oui;oui;1h30;;oui;oui;non;oui;oui;oui;Français;non;;oui;;;;;oui;;Chèques bancaires et postaux;47.759027,0.65003865;Sarthe
LE PIS QUI CHANTE;"Fromage et produit laitier;Viande";;;;Les Renoulières;72150;;VILLAINES-SOUS-LUCE;;72376;47.856793;0.5261866;;615898457;02 43 40 93 74;;lepisquichante@orange.fr;http://lepisquichante.free.fr;;;;;Agriculture / horticulture / Pêche;"Agriculture Biologique (AB);Bienvenue à la Ferme";;oui;chien tenu en laisse;oui;50;10;Anglais;;;oui;oui;0h15;1h30;oui;oui;non;oui;non;oui;"Français;Anglais";non;;oui;01/01/2022||31/12/2022||sauf jeudis fériés||||||||||||||||||||||||||||||||15:00||19:00||||||||||||||||||||||||;Olivier LEBERT||02 43 40 93 74||lepisquichante@orange.fr;;;oui;;"Chèques bancaires et postaux;Espèces";47.856793,0.5261866;Sarthe
BOCAGE NORD MANS;"Elevage;Produits cidricoles / Jus de fruit;Volailles / Oeufs";;;;long boyau;72650;;AIGNE;;72001;48.0662583;0.12678032;;610791942;;;fermedubocagenordmans@gmail.com;;;;;;Agriculture / horticulture / Pêche;Agriculture Biologique (AB);;non;;oui;50;3;"Anglais;Français";;;;oui;2h00;;;;;;oui;oui;;;;oui;;;;;;Formule famille||||||50€ / heures de prestation;"Chèques bancaires et postaux;Espèces";48.0662583,0.12678032;Sarthe
BISCUITERIE LA SABLESIENNE - MUSÉE ET VISITE DES ATELIERS;"Biscuit;Confiserie / chocolat;Confiture;Pain / Pâtisserie";;;1, avenue Jean Monnet;La Denisière;72300;;SABLE-SUR-SARTHE;;72264;47.8318373;-0.3013442;"Autoroute||||10;Aéroport/aérodrome||||30;Gare SNCF||Sablé sur Sarthe||2;Halte fluviale||||2";;02 43 95 04 53;;tourisme@sablesienne.com;https://www.sablesienne.com/fr/;;;"Facebook||https://www.facebook.com/La-Sabl%C3%A9sienne-Biscuiterie-depuis-1962-102661258088618;Instagram||https://www.instagram.com/biscuiterie_la_sablesienne/";;Agro-alimentaire;"Agriculture Biologique (AB);Qualité Tourisme;Visitez nos entreprises";;non;;oui;50;15;"Anglais;Français";;oui;oui;oui;1h;1h;oui;oui;non;oui;oui;oui;Français;non;Partenariat||DEG880000388;oui;01/02/2022||31/10/2022||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;oui;"Tarif indiv. adulte||4,00||||;Tarif indiv. enfant||0,00||2,50||Gratuit moins de 12 ans.";"Cartes bancaires;Chèques bancaires et postaux";47.8318373,-0.3013442;Sarthe
BISCUITERIE LA SABLESIENNE;"Biscuit;Confiserie / chocolat;Confiture;Pain / Pâtisserie";;;1, avenue Jean Monnet;La Denisière;72300;;SABLE-SUR-SARTHE;;72264;47.8317796;-0.3015158;"Autoroute||||10;Aéroport/aérodrome||||30;Gare SNCF||Sablé sur Sarthe||2;Halte fluviale||||2";;02 43 95 04 53;02 43 92 27 55;contact@sablesienne.com;www.sablesienne.com;;;"Facebook||https://www.facebook.com/La-Sabl%C3%A9sienne-Biscuiterie-depuis-1962-102661258088618;Instagram||https://www.instagram.com/biscuiterie_la_sablesienne/";;Agro-alimentaire;"Qualité Tourisme;Visitez nos entreprises";;non;;oui;50;15;"Anglais;Français";;oui;oui;oui;;1h;oui;oui;non;oui;;;Français;non;Partenariat||DEGPDL072V503HPV;oui;;||02 43 95 04 53||contact@sablesienne.com;;;oui;;"Cartes bancaires;Chèques bancaires et postaux;Espèces";47.8317796,-0.3015158;Sarthe
LES JASNIERES;Vins;;;L'Yvonnière;Ruillé sur Loir;72340;;LOIR EN VALLÉE;;72262;47.781044;0.591716;Gare SNCF||CHATEAU DU LOIR||20;607485822;02 43 79 06 81;;;;;;;;Viticulture;;;oui;;oui;40;10;Français;Jasnières;oui;non;oui;;;;;oui;;;oui;Français;oui;;;;;;;oui;;Chèques bancaires et postaux;47.781044,0.591716;Sarthe
FERME CHAUVET : VENTE DIRECTE DE PRODUITS FERMIERS;"Rillettes;Viande";;;;Chauvet;72430;;CHANTENAY-VILLEDIEU;;72059;47.9251105;-0.1791838;"Gare SNCF||Noyen sur Sarthe||10;Autoroute||Brulon A81 Paris - Rennes||15;Gare routière||||35;Aéroport/aérodrome||Le Mans||35;Halte fluviale||Sablé sur Sarthe||17";699437757;02 43 95 77 57;;marylise.vovard@orange.fr;http://www.fermechauvet.com/;;;Facebook||https://www.facebook.com/Ferme-Chauvet-178320452288955;;Agro-alimentaire;Bienvenue à la Ferme;;;;;;;"Anglais;Français";;;;oui;;;;;;;;;Français;;;oui;01/01/2022||31/12/2022||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;;"Cartes bancaires;Chèques bancaires et postaux;Espèces;Virement";47.9251105,-0.1791838;Sarthe
ATELIER DE PEINTURES EMILISE;Peinture;16 Boulevard de la Gare;;;;72260;;MAROLLES-LES-BRAULTS;;72189;48.2502069;0.318289;"Gare SNCF||vivoin||13;Autoroute||maresché A28||13";;02 43 97 19 26;;elise2b@orange.fr;https://atelier-emilise.odexpo.com/;;;;;Artisanat / Art;Métiers d'art;;;;oui;;;;;;non;non;;;oui;oui;oui;oui;oui;oui;Français;oui;Proposition clientèle||DEGPDL072V50A8QL;oui;||||sur demande||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;oui;;;48.2502069,0.318289;Sarthe
FABULLANE - VENTE DE SAVONS;"Cosmétique;Elevage";;;Le vieux logis;;72540;;CHEMIRE-EN-CHARNIE;;72074;48.0907197;-0.2007007;Route (nationale/départ.)||D4||;682302752;02 43 72 59 27;;fabullane@hotmail.com;;https://hearthis.at/frequence-sill-t2/fabullane/;;Facebook||https://www.facebook.com/sylvjef/;;Agriculture / horticulture / Pêche;Agriculture Biologique (AB);;non;Pour raisons de sécurité, ainsi que la présence d'animaux sur le site également;oui;10;2;"Anglais;Français";;non;non;oui;1h;1h;oui;oui;non;oui;oui;oui;"Français;Anglais";non;;oui;01/01/2022||31/12/2022||Sur réservation||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;||06 82 30 27 52||fabullane@hotmail.com;;;oui;;"Chèques bancaires et postaux;Espèces";48.0907197,-0.2007007;Sarthe
LES VIGNES DE L'ANGE VIN;Vins;;;;Le présidial;72340;;CHAHAIGNES;;72052;47.7539559;0.528269;"Route (nationale/départ.)||||0;Autoroute||Château du Loir||10;Gare SNCF||Château du Loir||10";621533717;02 43 44 92 20;;lesvignesdelangevin@orange.fr;;;;;;"Agriculture / horticulture / Pêche;Viticulture";;;oui;;oui;;;;"Coteaux du Loir;Jasnières";oui;oui;oui;;;non;oui;non;;non;oui;;non;;;;;;;oui;;Chèques bancaires et postaux;47.7539559,0.528269;Sarthe
CHOCOLATERIE - BELLANGER CHOCOLATIER;Confiserie / chocolat;;;1 rue Jacques Offenbach;ZAC de l'Oseraie;72000;;LE MANS;;72181;48.0114394;0.155928;"Route (nationale/départ.)||||0,5;Autoroute||||2;Gare SNCF||||4;Gare routière||||3,5";;02 43 87 62 22;;secretariat@chocolats-bellanger.com;www.chocolats-bellanger.com;;;;;Artisanat / Art;Visitez nos entreprises;;non;;oui;15;8;;;oui;;oui;;;;;;;non;;Français;non;Proposition clientèle||DEG878000631;oui;;"BELLANGER||02.43.87.62.22||;BELLANGER||02 43 87 62 22||secretariat@chocolats-bellanger.com";;;;;"Cartes bancaires;Espèces";48.0114394,0.155928;Sarthe
LA RADERIE;Vins;;;;La Raderie;72340;;CHAHAIGNES;;72052;47.7469579;0.51451562;Route (nationale/départ.)||||1;;02 43 79 14 90;;christophe.croisard@laraderie.fr;http://laraderie.fr;;;;;Viticulture;"Caves touristiques vignoble de Loire;Vignobles et découvertes";;oui;en extérieur;oui;100;;;"Coteaux du Loir;Jasnières";oui;oui;oui;;;oui;;non;;;;Français;;;oui;;;;;oui;;"Cartes bancaires;Chèques bancaires et postaux";47.7469579,0.51451562;Sarthe
YVES JUMEAU - SCULPTEUR;Sculpture;;;;Anerais;72370;;ARDENAY-SUR-MERIZE;;72007;48.003563;0.4277415;;;02 43 89 89 46;;;;;;;;Artisanat / Art;;;;;;;;Français;;;;;;;;;;;;;;;;oui;;;;;;;;48.003563,0.4277415;Sarthe
DOMAINE DE LA CENDRINERIE;Vins;;;;La Cendrinerie;72340;;MARCON;;72183;47.7185553;0.5187261;;688114162;;;lacendrinerie@gmail.com;;;;;;Viticulture;;;;;;;;;Coteaux du Loir;oui;oui;oui;;;;;;;;;Français;;;oui;;;;;oui;;;47.7185553,0.5187261;Sarthe
EARL CHARTIER GIRARD;;;;;La Claverie;72220;;SAINT-GERVAIS-EN-BELIN;;72287;47.865085;0.20795899;;;243428604;;earlchartiergirard@hotmail.fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.865085,0.20795899;Sarthe
BALADE AU JARDIN;"Confiture;Glace;Produits apicoles;Volailles / Oeufs";;;;La Grande Buchaille;72540;;EPINEU-LE-CHEVREUIL;;72126;48.0409164;-0.0997614;;689569459;06 89 56 94 59;;baladeaujardin@gmail.com;;;;Facebook||https://www.facebook.com/baladeaujardin.fr/;;Agriculture / horticulture / Pêche;Agriculture Biologique (AB);;;;;;;;;;;;;;;;;;;;;;;;01/01/2022||31/12/2022||||||||||||||||||||||17:00||19:00||||||||||||||17:00||19:00||||||||||||||||||||;;;;;;;48.0409164,-0.0997614;Sarthe
EARL LORY - FERME DE LA GRANDE MOUSSE;Fromage et produit laitier;;;;La grande mousse;72110;;BRIOSNE-LES-SABLES;;72048;48.1647277;0.39159661;;615731025;02 43 29 35 80;;;https://www.bienvenue-a-la-ferme.com/pays-de-la-loire/sarthe/briosne-les-sables/ferme/ferme-de-la-grande-mousse/183108;;;;;Agriculture / horticulture / Pêche;Bienvenue à la Ferme;;;;;;;Français;;;;;;;;;;;;;;;;;;;;;;;;48.1647277,0.39159661;Sarthe
DELPHINE LAURAY - POTIER;Poterie;;;;La Guichardière;72390;;DOLLON;;72118;48.0543659;0.54649599;;;02 43 89 75 49;;;;;;;;Artisanat / Art;;;;;;;;"Anglais;Espagnol;Français";;;non;oui;00:30;00:30;oui;oui;non;oui;oui;;"Français;Anglais;Espagnol";oui;;oui;;||02 43 89 75 49||;;;;;Chèques bancaires et postaux;48.0543659,0.54649599;Sarthe
LES FROMAGES ET L'APICOLE DE SOPHIE;Produits du terroir (boutique);;;;Le Grand Boulay;72300;;SOUVIGNE-SUR-SARTHE;;72343;47.826768;-0.386665;;646302512;02 43 92 36 34;;lesfromagesdesophie@hotmail.fr;;;;Facebook||https://www.facebook.com/lesfromagesdesophie72;;"Agriculture / horticulture / Pêche;Agro-alimentaire";Bienvenue à la Ferme;;;;;;;;;;;;;;;;;;;;;;;oui;01/01/2022||31/12/2022||sur RDV||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;oui;;;47.826768,-0.386665;Sarthe
LES SAVEURS DU LEARD;"Bières;Confiture;Fruits / légumes;Produits apicoles;Produits cidricoles / Jus de fruit;Rillettes;Vins";;;;Le Léard;72300;;VION;;72378;47.8287847;-0.2586151;;;02 43 95 48 06;;;;;;Facebook||https://www.facebook.com/Les-saveurs-du-L%C3%A9ard-Vergers-Timmerman-117555173489014/;;Agriculture / horticulture / Pêche;"Agriculture Biologique (AB);Bienvenue à la Ferme;Haute valeur environnementale (HVE)";;;;;;;;;;non;oui;;;;;;;;;;;;oui;01/01/2022||31/12/2022||||Fermeture estivale de mi juillet à mi aout||08:00||12:00||13:00||17:30||08:00||12:00||13:00||17:30||08:00||12:00||13:00||17:30||08:00||12:00||13:00||17:30||08:00||12:00||13:00||17:00||||||||||||||||;;;;;;"Chèques bancaires et postaux;Espèces";47.8287847,-0.2586151;Sarthe
FERME DE LA MUZERIE;Fruits / légumes;;;;Les Véronnières;72380;;JOUE-L'ABBE;;72150;48.116872;0.2462312;;672857078;;;ferme.de.la.muzerie@gmail.com;https://www.facebook.com/Ferme-de-la-Muzerie-Agriculture-biologique-108994075891210;;;;;Agriculture / horticulture / Pêche;Agriculture Biologique (AB);;;;;;;;;;;oui;;;;;;;;;;;;oui;;;;;;;;48.116872,0.2462312;Sarthe
LA CHOSE ANTIQUITÉS;;;;1 Rue Saint-Nicolas;;72340;;LA CHARTRE-SUR-LE-LOIR;;72068;47.72861;0.57335;;609250196;;;beyrouth65@gmail.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.72861,0.57335;Sarthe
DISTILLERIE COQLICORNE;Spiritueux;;;15 rue de la Poste;;72110;;NOGENT-LE-BERNARD;;72220;48.2368;0.48955;;673664617;;;ugo@coqlicornecompany.com;https://distilleriecoqlicorne.com/;;;;;Viticulture;;;;;;;;;;;;;;;;;;;;oui;Français;;;oui;;;;;;;;48.2368,0.48955;Sarthe
LES PORCS DE LA SARTHE (LPS);"Elevage;Rillettes;Salaisons;Viande";;;15 rue Jean Grémillon;;72000;;LE MANS;;72181;48.0137062;0.1637431;;;02 43 28 58 58;;contact@cenomans.fr;https://www.porcsdelasarthe.fr/;https://youtu.be/xJkEmXuNEo8;;"Facebook||https://www.facebook.com/pg/porcfermiercenomans/about/?ref=page_internal;Facebook||https://www.facebook.com/notes/porc-fermier-c%C3%A9nomans/qui-sommes-nous-/1624472077860640;Facebook||https://www.facebook.com/notes/porc-fermier-c%C3%A9nomans/une-v%C3%A9ritable-recette-familiale-de-rillettes-sarthoises/1631914643783050;Twitter||https://twitter.com/porcsdelasarthe;Pinterest||https://fr.pinterest.com/porcsdelasarthe/du-porc-et-des-cochons/;Google+||https://plus.google.com/+PorcsdelasartheFr";;Agro-alimentaire;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.0137062,0.1637431;Sarthe
AMAPP DE VIVOIN;"Bières;Fromage et produit laitier;Fruits / légumes;Pain / Pâtisserie;Produits cidricoles / Jus de fruit;Viande;Volailles / Oeufs";;;18 rue der Maresché;;72170;;VIVOIN;;72380;48.2324383;0.15604729;;695710310;;;heathermichelchab@wanadoo.fr;;;;;;Agriculture / horticulture / Pêche;;;;;;;;;;non;non;non;;;non;non;non;non;non;non;;non;;oui;;Heather CHABRERIE||||heathermichelchab@wanadoo.fr;;;oui;;;48.2324383,0.15604729;Sarthe
LES JARDINS DE NICOLAS;Fruits / légumes;;;2 Rue de Verdun;;72240;;NEUVILLALAIS;;72216;48.155658;-0.000483;;603079442;;;lesjardins_denicolas@outlook.fr;;;;Facebook||https://www.facebook.com/lesjardinsdenicolas72/;;Agriculture / horticulture / Pêche;Agriculture Biologique (AB);;;;;;;;;;;;;;;;;;;;;;;oui;||||||||||||||||||||||||||||||||||||||||17:00||19:00||||||||||||||||||||;;||https://www.local.bio/les-jardins-de-nicolas||||||;oui;oui;;;48.155658,-0.000483;Sarthe
GALERIE D'ART LA PETITE ECOLE;;;;32 Rue de la Madeleine;;72340;;LA CHARTRE-SUR-LE-LOIR;;72068;47.7304;0.57448;;647241889;;;jeanlucjerome@orange.fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.7304,0.57448;Sarthe
CHEZ ARSÈNE ET GARANCE BY PETITS CHINEURS;Décoration d'intérieur;;;46 Route du Val de Loir;;72340;;MARCON;;72183;47.70969;0.51055;;630063467;;;hello@petitschineurs.fr;https://petitschineurs.com/;;;Instagram||https://www.instagram.com/petitschineurs/;;Artisanat / Art;;;oui;;;;;"Anglais;Français";;;;;;;;;;;;;"Français;Anglais";oui;;;01/01/2022||31/12/2022||||||||||||||||||||||||||||||10:00||12:00||14:00||18:00||||||||||||||||||||||||;;;;oui;;"Cartes bancaires;Chèques bancaires et postaux;Espèces";47.70969,0.51055;Sarthe
PANIER PIQUE-NIQUE 100 % TERROIR - LHOMME;Produits du terroir (boutique);;;6 rue du Val de Loir;;72340;;LHOMME;;72161;47.7434226;0.5571208;;;02 43 79 04 49;;brillant.laurent@orange.fr;;;;Facebook||https://fr-fr.facebook.com/Brillantlaurent/;;Agro-alimentaire;;;;;;;;;;;;;;;;;;;;;;;Proposition clientèle||DEGPDL072V50A1JA;;;Laurent Brillant||02 43 79 04 49||brillant.laurent@orange.fr;;;;;;47.7434226,0.5571208;Sarthe
LES VERGERS DE SAINT-MARS;"Fruits / légumes;Produits cidricoles / Jus de fruit";;;La Ceseraie;;72220;;SAINT-MARS-D'OUTILLE;;72299;47.880544;0.354556;;;;;;;;;;;Agriculture / horticulture / Pêche;Bienvenue à la Ferme;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.880544,0.354556;Sarthe
EARL GARREAU - JEAN FRANCOIS GARREAU;"Rillettes;Viande";;;La Grange;;72240;;TENNIE;;72351;48.1002874;-0.089653;;676214117;02 43 20 33 29;;earlgarreau@gmail.com;http://www.earlgarreau.com/;;;Facebook||https://www.facebook.com/pages/category/Farm/EARL-Garreau-1651465065105725/;;Agriculture / horticulture / Pêche;Bienvenue à la Ferme;;;;;;;Français;;;;;;;;;;;;;;;;oui;||||||||||||||||||||||||10:00||13:00||||||||||||||10:00||19:00||||||||||||||||||||;;;;oui;;;48.1002874,-0.089653;Sarthe
FERME DE LA POULE NOIRE;"Elevage;Volailles / Oeufs";;;Le Modot;;72290;;MEZIERES-SUR-PONTHOUIN;;72196;48.194956;0.315658;;782330585;02 43 34 56 19;;fermedelapoulenoire@yahoo.com;http://www.fermedelapoulenoire.fr;;;;;Agro-alimentaire;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.194956,0.315658;Sarthe
GAEC LANGELIER;"Rillettes;Viande";;;Le Parc;;72260;;MONCE-EN-SAOSNOIS;;72201;48.2750589;0.3885554;;681106819;02 43 33 46 76;;;https://www.facebook.com/GAEClangelier;;;;;"Agriculture / horticulture / Pêche;Agro-alimentaire";;;;;;;;;;;;oui;;;;;;;;;;;;oui;;;;;;;;48.2750589,0.3885554;Sarthe
LES RUCHERS BELMONTAIS;Produits apicoles;;;Les Caviers;;72500;;BEAUMONT-PIED-DE-BOEUF;;72028;47.7535068;0.40716442;;674045937;;;lesruchersbelmontais@gmail.com;;;;;;Agriculture / horticulture / Pêche;Bienvenue à la Ferme;;;;;;;;;;;;;;;;;;;;;;;;01/01/2022||31/12/2022||||||||||||||||||||||||||||||||||||||||||||||09:00||12:00||||||||||||;Sébastien Cissé||06 74 04 59 37||lesruchersbelmontais@gmail.com;;;oui;;;47.7535068,0.40716442;Sarthe
ATELIER DE RELIURE ET DE RESTAURATION DE LIVRES ANCIENS;Maroquinerie;;;le petit frebourg;;72600;;CONTILLY;;72091;48.400649;0.367798;;673627086;;;patrice.du.puy@orange.fr;http://reliure.dupuy.monsite-orange.fr;;;;[B@17feab81;Artisanat / Art;;;;;;;;;;;;;;;;;;;;;;;;oui;;;;;;;;48.400649,0.367798;Sarthe
LES P'TITES MISES EN B'OUCHES;"Confiture;Fruits / légumes";;7 rue de Morteveille;;;72460;;SAVIGNE-L'EVEQUE;;72329;48.076935;0.300514;;663763755;;;;;;;;;Agriculture / horticulture / Pêche;;;;;;;;Français;;;;;;;;;;;;;;;;;;;;;;;;48.076935,0.300514;Sarthe
LA NATURE DE LILIE;Cosmétique;13, rue des Hauts Bois;;;;72160;;TUFFE VAL DE LA CHERONNE;;72363;48.1127359;0.5189747;;;06 61 28 98 71;;lanaturedelilie@gmail.com;http://la-nature-de-lilie.com/;;;Facebook||https://fr-fr.facebook.com/pages/Ma-petite-savonnerie-bio/1434263433499475;;Artisanat / Art;;;;;;;;;;non;non;oui;;;non;non;non;non;non;non;;oui;;;;;;;;;Chèques bancaires et postaux;48.1127359,0.5189747;Sarthe
JARDINS VOYAGEURS;Fruits / légumes;14, chemin du Pineau;;;;72320;;SAINT-JEAN-DES-ECHELLES;;72292;48.12927;0.71283;;;;;paniers@lesjardinsvoyageurs.com;https://www.facebook.com/lesjardinsvoyageurs;;;;;Agro-alimentaire;Agriculture Biologique (AB);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.12927,0.71283;Sarthe
LUCIE BECUWE - POTIÈRE ET PEINTRE;"Peinture;Poterie";2, place de l'église;;;;72400;;LA BOSSE;;72040;48.1706786;0.52685183;;;06 71 55 95 38;;lucie.becuwe@gmail.com;http://luciebecuwe.wixsite.com/monsite;;;;;Artisanat / Art;;;;;;;;Français;;;;;;;;;;;;;;;;oui;;;;;;;;48.1706786,0.52685183;Sarthe
JARDIN DE LA FAVERIE;Fruits / légumes;5 Rue de la Faverie;;;;72140;;PARENNES;;72229;48.119121;-0.187443;;621410184;;;;;;;Facebook||https://www.facebook.com/jardinde.lafaverie.9;;Agriculture / horticulture / Pêche;;;;;;;;;;;;;;;;;;;;;;;;;||||||||||||||||||||||||11:00||19:00||||||||||||||||||||||11:00||17:30||||||||||||;;||https://www.local.bio/producteur/5d87ad84fb20f92a3d817281||||||;oui;;;;48.119121,-0.187443;Sarthe
MONIQUE PINARD - PEINTURE;Peinture;5 rue de Saint Michel;;;;72160;;THORIGNE-SUR-DUE;;72358;48.040162;0.524476;;;02 43 89 50 73;;momoordi@gmail.com;;;;;;Artisanat / Art;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.040162,0.524476;Sarthe
PASCAL TURPIN - TAILLANDIER;Métal;6, rue de la Châtillonnerie;;;;72320;;MONTMIRAIL;;72208;48.103632;0.790768;;;06 82 02 29 96;;pascal.turpin2@orange.fr;;;;;;Artisanat / Art;;;;;;;;;;;;;;;;;;;;oui;Français;non;;;;;;;;;;48.103632,0.790768;Sarthe
DOUCE VAGUE;Cosmétique;Galerie Carnot - Place Sadi Carnot;;;;72400;;LA FERTE-BERNARD;;72132;48.185934;0.655979;;;06 28 78 85 45;;;https://doucevague.fr/;;;;;Artisanat / Art;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.185934,0.655979;Sarthe
MICHEL NEAU - SCLUPTURE;Sculpture;la Baraudière;;;;72310;;BESSE-SUR-BRAYE;;72035;47.833387;0.753144;;;02 43 35 31 35;;;;;;;;Artisanat / Art;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.833387,0.753144;Sarthe
BLOTTIPIG;Viande;La Blottière;;;;72440;;MAISONCELLES;;72178;47.93585;0.5709;;674295448;;;contact@blottipig.com;https://blottipig.com/;;;;;Agro-alimentaire;Bienvenue à la Ferme;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.93585,0.5709;Sarthe
VALENTIN VALOT;Volailles / Oeufs;La Chataignière;;;;72460;;SILLE-LE-PHILIPPE;;72335;48.1095;0.35462;;659066693;;;valot.valentin@orange.fr;;;;;;Agro-alimentaire;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.1095,0.35462;Sarthe
DOMINIQUE LANGEVIN;Escargot;La Muzardière;;;;72110;;BRIOSNE-LES-SABLES;;72048;48.17521;0.39519;;628573486;;;;;;;;;Agro-alimentaire;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.17521,0.39519;Sarthe
CÉLINE BEAUFILS;Peinture;la pelouse;;;;72390;;SEMUR-EN-VALLON;;72333;48.0257;0.650901;;622043860;;;beaufils.celine@sfr.fr;;;;;;Artisanat / Art;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.0257,0.650901;Sarthe
WILLY BIHOREAU - PEINTURE;Peinture;Lieu dit Greez;;;;72160;;THORIGNE-SUR-DUE;;72358;48.040162;0.524476;;;09 62 08 39 45;;;;;;;;Artisanat / Art;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.040162,0.524476;Sarthe
AU POTAGER DE TOUQUES;Fruits / légumes;Touques;;;;72110;;TORCE-EN-VALLEE;;72359;48.1344;0.39787;;678767079;02 43 24 19 62;;aupotagerdetouques@outlook.fr;;;;;;Agro-alimentaire;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.1344,0.39787;Sarthe
LA BOUTIQUE DU MOULIN;"Bières;Biscuit;Céramique, faïence, émail;Confiserie / chocolat;Confiture;Cosmétique;Décoration d'intérieur;Epices / Condiment;Fromage et produit laitier;Glace;Jouet et jeu;Pain / Pâtisserie;Plantes et fleurs;Produits apicoles;Produits cidricoles / Jus de fruit;Produits du terroir (boutique);Rillettes";;;Rue du canal;Ile MoulinSart;72210;;FILLE;;72133;47.8958724;0.12683883;;;02 43 57 05 10;;accueil.ilemoulinsart@cc-valdesarthe.fr;http://www.ile-moulinsart.fr/;;;"Facebook||https://www.facebook.com/ilemoulinsart/;Instagram||https://www.instagram.com/ilemoulinsart/";;"Agro-alimentaire;Artisanat / Art;Information et communication;Loisirs et activités";Agriculture Biologique (AB);;non;;non;;;"Anglais;Espagnol;Français";;;;;;;;;;;;;"Français;Anglais;Espagnol";;;non;"13/04/2022||02/10/2022||Ouvert du mercredi au Samedi de 14h à 18h, Dimanche et jours fériés de 10h à 13h et de 14h à 18h ||||||||||||||||||||||||14:00||18:00||||||14:00||18:00||||||14:00||18:00||||||14:00||18:00||10:00||13:00||14:00||18:00;05/10/2022||26/10/2022||Ouvert les mercredis 10h à 13h et de 14h à 18h||||||||||||||||||||10:00||13:00||14:00||18:00||||||||||||||||||||||||||||||||";;;;oui;;"Cartes bancaires;Chèques bancaires et postaux;Espèces";47.8958724,0.12683883;Sarthe
GALERIE NOCOGO;"Peinture;Sculpture";;;25 rue nationale;;72340;;LA CHARTRE-SUR-LE-LOIR;;72068;47.7279766;0.57467109;;;02 43 44 41 37;;lsutter@nocogo.fr;http://www.nocogo.fr;;;Facebook||https://www.facebook.com/GalerieNOCOGO;;Artisanat / Art;;;oui;;oui;;;Français;;;;;;;;;;;;;Français;;;oui;01/01/2022||31/12/2022||||||||||||||||||15:00||19:00||10:00||12:30||15:00||19:00||10:00||12:30||15:00||19:00||10:00||12:30||15:00||19:00||10:00||12:30||15:00||19:00||10:00||12:30||||;;;;oui;;"Cartes bancaires;Chèques bancaires et postaux;Espèces";47.7279766,0.57467109;Sarthe
LA GARE EN PEINTURE;Peinture;;;Place de la Gare;;72260;;MAROLLES-LES-BRAULTS;;72189;48.2501857;0.3182404;;;02 43 97 19 26;;;;;;;;Artisanat / Art;;;oui;;oui;;;;;;;;;;;;oui;;;;;oui;Proposition clientèle||DEG882000245;oui;||||Visible à toute heure||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;oui;;;48.2501857,0.3182404;Sarthe
