nom_fete_ou_manifestation;categorie;adresse1;adresse1suite;adresse2;adresse3;code_postal;commune;bureau_distributeur;cedex;code_insee;latitude;longitude;point_acces_distance;n_fixe;n_mobile;n_fax;email;url_web;type_url;url_video;public_concerne_offre;widget_tripadvisor;code_embed;periodicite_manifestation;precision_periodicite;label_tourisme_handicap;duree_visite_individuels;visites_libres_individuels_permanence;visites_guidees_individuels_sur_demande;visites_guidees_individuels_permanence;visites_guidees_groupes_sur_demande;visites_guidees_groupes_permanence;visites_guidees_groupes_permanence_2;duree_visite_groupes;visites_pedagogiques_groupes_permanence;langues;langues_audio;horaires_ouvertures;tarifs_annee_proposes;tarif_gratuit;moyens_reservation_directe;centrale_reservation_en_ligne;moyens_reservation_en_ligne;modes_paiement;localisation;departement
CONCERTS BLUES;;;;Lieu_dit Roussigny;;72320;SAINT_ULPHACE;;;72322;48.1651;0.84445;;;;;;www.roussigny.fr;;;;;;Annuel;;;;;;;;;;;;;;;;;;;;;48.1651,0.84445;Sarthe
LA FAMILLE FIALEIX ET LES VITRAUX DE _eGLISE, VISISTE GUIDeE ORGANISeE PAR _ASSOCIATION DU PATRIMOINE ET DES SITES DE MAYET;Visites et sorties a themes;;;;;72360;MAYET;;;72191;47.75944;0.27494;;02 43 46 99 43;;;;www.vitraux_fialeix.fr;;;;;;;;;;;;;;;oui;;;;;;;;;;;;47.75944,0.27494;Sarthe
RANDONNeE PeDESTRE ET VTT;Randonnee;Espace du Pont Romain;;;;72450;MONTFORT_LE_GESNOIS;;;72241;48.0482299;0.419952;;;06 80 90 35 50;;patriciaimbertpierson@gmail.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.0482299,0.419952;Sarthe
VIDE GRENIER;Brocantes & vide_greniers;champ communal;;;;72320;VALENNES;;;72366;47.9976912;0.80880913;;Contact : Comite des fetes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.9976912,0.80880913;Sarthe
1E MAI FeTE CE QUI TE PLAÎT;Spectacle;Les Pres_Marais;;;;72540;LOUE;;;72168;47.9971556;_0.1480741;;272880037;;;culture@cc_lbn.fr;www.culturelbn.fr;;;;;;Ponctuel;;;;;;;;;;;;Français;;;;oui;;;;;47.9971556,_0.1480741;Sarthe
16eME RANDONNeE PeDESTRE SEMI_NOCTURNE;Randonnee;Cour du Logis;;;;72320;SAINT_MAIXENT;;;72296;48.089987;0.651629;;02 43 93 73 87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.089987,0.651629;Sarthe
[ANNULe] DUTRONC & DUTRONC;Concert;;Antares;2, avenue _Antares;;72100;LE MANS;;;72181;47.956073;0.22558715;Transport en commun||Tramway T1 _ Terminus Antares/MMArena||0,1;02 43 84 67 00;;;;https://www.antareslemans.com/evenement/dutronc_dutronc/;Facebook||https://www.facebook.com/salle.antares,Instagram||https://www.instagram.com/antares_le_mans/,Twitter||https://twitter.com/AntaresLeMans;;;;;Ponctuel;;;;;;;;;;;;;;;;non;;oui;||https://www.antareslemans.com/fr/veronic_dicaire_le_mans_antares_09_12_2022||||02 43 84 67 00||billetterielemans@citylive.fr;Cartes bancaires,Cheques bancaires et postaux,Especes;47.956073,0.22558715;Sarthe
[REPORTe] HOLIDAY ON ICE;Spectacle;;Antares;2 Avenue Antares;;72100;LE MANS;;;72181;47.956751;0.226448;Transport en commun||Tramway T1 _ Terminus Antares/MMArena||0,1;;;;;https://www.antareslemans.com/;Facebook||https://www.facebook.com/salle.antares/,Instagram||https://www.instagram.com/antares_le_mans/,Twitter||https://twitter.com/AntaresLeMans;;;;;Ponctuel;;;;;;;;;;;;;;;"Tarif indiv. adulte||29,00||74,00||Tarifs :;Placement numerote;Carre Or : 74 €;Categorie 1 : 59 €;Categorie 2 : 44 €;Categorie 3 : 29 €;Enfants – 12 ans (toutes categories) : 19.90 €;,Tarif indiv. enfant||19,90||19,90||Tarifs :;Placement numerote;Carre Or : 74 €;Categorie 1 : 59 €;Categorie 2 : 44 €;Categorie 3 : 29 €;Enfants – 12 ans (toutes categories) : 19.90 €;";non;;;;Cartes bancaires,Cheques bancaires et postaux,Especes;47.956751,0.226448;Sarthe
ALBAN IVANOV;Spectacle;;Antares;2, avenue _Antares;;72000;LE MANS;;;72181;47.9555964;0.2226793;;;;;;https://www.antareslemans.com/;;;;;;Ponctuel;;;;;;;;;;;;;;;;non;;;;Cartes bancaires,Cheques bancaires et postaux,Cheques Vacances;47.9555964,0.2226793;Sarthe
ANIMATION AU PROFIT DU TELETHON;Visites et sorties a themes;Salle des fetes;;;;72400;LA CHAPELLE_DU_BOIS;;;72062;48.22096;0.59282;;06 83 49 01 30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.22096,0.59282;Sarthe
ATELIER DE SOPHROLOGIE;Stages_Atelier_Jeux;;Association Spirales _ Centre Beaulieu;176 Avenue François Chancel;;72000;LE MANS;;;72181;48.018575;0.193033;;;;;mauboussin.sophro@gmail.com;;;;;;;Ponctuel;;;;;;;;;;;;;;;;non;;;;;48.018575,0.193033;Sarthe
COCHON GRILLe;Fetes populaires;;;;Le Port;72210;LA SUZE_SUR_SARTHE;;;72346;47.8898564;0.03072533;;06 89 72 45 65;;;batik72@live.fr;;;;;;;;;;;;;;;;;;;;;;"Tarif indiv. adulte||||||Le repas (apporter ses couverts).,Tarif indiv. enfant||||||Jusqu'a 12 ans.;Le repas (apporter ses couverts).";non;;;;;47.8898564,0.03072533;Sarthe
CONCERT;Concert;Eglise;;;;72400;CORMES;;;72093;48.170933;0.706489;;02 43 71 04 17;;;;;;;;;;;;;;;;;;;;;;;;;;non;;;;;48.170933,0.706489;Sarthe
FeTE DU VILLAGE;Visites et sorties a themes;Salle des fetes;;;;72400;LA CHAPELLE_DU_BOIS;;;72062;48.22096;0.59282;;06 83 49 01 30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.22096,0.59282;Sarthe
GRAND PRIX DE FRANCE MOTO;Manifestation sportive;;Circuit Bugatti;Place Luigi Chinetti;;72100;LE MANS;;;72181;47.9561834;0.20770991;;04 73 91 85 75;;;michy_manager@nat.fr;http://www.gpfrancemoto.com/fr;Facebook||https://www.facebook.com/grandprixdefrancemoto,Twitter||https://twitter.com/search?q=grand%20prix%20de%20france%20moto&src=typd;;;;;Annuel;;;;;;;;;;;;;;;;non;;;;Cartes bancaires,Cheques bancaires et postaux,Cheques Vacances;47.9561834,0.20770991;Sarthe
HEROES BOWIE BERLIN 1976_80 – THE ULTIMATE DAVID BOWIE TRIBUTE;Concert;;Antares;2, avenue _Antares;;72100;LE MANS;;;72181;47.956073;0.22558715;Transport en commun||Tramway T1 _ Terminus Antares/MMArena||0,1;02 43 84 67 00;;;;https://www.antareslemans.com/evenement/heroes_bowie_berlin_1976_80_2/;Facebook||https://www.facebook.com/salle.antares,Instagram||https://www.instagram.com/antares_le_mans/,Twitter||https://twitter.com/AntaresLeMans;;;;;Ponctuel;;;;;;;;;;;;;;;"Tarif indiv. adulte||||||Carre Or : 79 €;Categorie 1 : 66 €;Categorie 2 : 53 €;Categorie 3 : 38 €;Placement numerote.;";non;;oui;||https://www.antareslemans.com/fr||||02 43 84 67 00||billetterielemans@citylive.fr;Cartes bancaires,Cheques bancaires et postaux,Especes;47.956073,0.22558715;Sarthe
JE M’EN VAIS MAIS  L’eTAT DEMEURE;Spectacle;Centre Culturel Athena;Place General de Gaulle;;;72400;LA FERTE_BERNARD;;;72132;48.1827582;0.64961036;;02 43 71 46 46;;;;;;;;;;;;;;;;;;;;;;;;;;non;;;;;48.1827582,0.64961036;Sarthe
JOURNEES PORTES OUVERTES;Visites et sorties a themes;;;Rue de Buet;Base de loisirs de Brûlon;72350;BRULON;;;72050;47.967842;_0.230512;;;06 77 89 49 18;;basedepleinair@gmail.com;;;;;;;Ponctuel;;;;;;;;;;;;;;;;oui;;;;Cartes bancaires,Cheques bancaires et postaux,Especes;47.967842,_0.230512;Sarthe
JOURNeE DES PEINTRES;Exposition;;;;;72110;BRIOSNE_LES_SABLES;;;72048;48.1743586;0.3949189;;02 43 97 60 63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.1743586,0.3949189;Sarthe
KERMESSE DE _ECOLE;Fetes populaires;Salle Omnisports Route de Bouër;;;;72390;LE LUART;;;72172;48.069938;0.592255;;07 88 56 35 96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.069938,0.592255;Sarthe
_eQUIPAGE;Contes et lectures;;Mediatheque des Saulnieres;239 Avenue Rhin et Danube;;72000;LE MANS;;;72181;48.02048;0.18379;;02 43 14 55 20;;;;;;;;;;;;;;;;;;;;;;;;;;oui;;;;;48.02048,0.18379;Sarthe
LA FILLE DU SAMOURAI;Spectacle;;Le Rabelais;1 Place Victor Hugo;;72560;CHANGE;;;72058;47.98584;0.28348;;;;;accueil@leraeblais.org;;;;;;;;;;;;;;;;;;;;;;Tarif indiv. enfant||_2,00||||_ de 12 ans;;;;;;47.98584,0.28348;Sarthe
LA NOG'EN TRAIL;;;;;;72110;NOGENT_LE_BERNARD;;;72220;48.2359546;0.48980821;;;;;;;Facebook||https://www.facebook.com/pb.athle;;;;;;;;;;;;;;;;;;;;;;;;;;48.2359546,0.48980821;Sarthe
LARA FABIAN;Concert;;Palais des Congres et de la Culture;Rue _Arcole;;72000;LE MANS;;;72181;48.0007657;0.19202859;;;;;;02 43 43 59 59;;;;;;Ponctuel;;;;;;;;;;;;;;;Tarif indiv. adulte||||||Cat.Or: 75€ / Cat.1: 59€ / Cat.2: 49€;non;;;;Cartes bancaires,Cheques bancaires et postaux,Cheques Vacances;48.0007657,0.19202859;Sarthe
LE P’TIT LYPHARD;Festival;Pelouse Centre culturel Athena;;;;72400;LA FERTE_BERNARD;;;72132;48.1829819;0.64970671;;06 84 14 34 14;;;;www.tombesdelalune.com;;https://youtu.be/9_FTdjYaE9Y;;;;;;;;;;;;;;;;;;;;;;;;;48.1829819,0.64970671;Sarthe
LES 5 LITRES DU MANS;Manifestation sportive;;;Centre_ville;;72000;LE MANS;;;72181;48.0076283;0.19848734;;;;;;http://www.car_le_mans.fr/;Facebook||https://www.facebook.com/CAR_Le_Mans_111271591462856/?ref=page_internal;;;;;Annuel;;;;;;;;;;;;;;;;oui;;;;;48.0076283,0.19848734;Sarthe
LES PUCES DE FRESNAY;Brocantes & vide_greniers;;Sous les Halles;Place de Bassum;;72130;FRESNAY_SUR_SARTHE;;;72138;48.28153;0.01951;;02 43 97 23 75;;;;;Facebook||https://www.facebook.com/Fresnaysarthe,Instagram||https://www.instagram.com/fresnaysursarthe/?hl=fr;;;;;Ponctuel;;;;;;;;;;;;;;;;oui;;;;;48.28153,0.01951;Sarthe
LES QUINCONCES – SCeNE NATIONALE;Visites et sorties a themes;;Depart Maison du Pilier_Rouge;43 Grande Rue;;72000;LE MANS;;;72181;48.00836;0.19683;;02 43 47 40 30;;;;;;;;;;;;;;;;oui;;;;;;;;;"Tarif indiv. adulte||4,00||6,00||reduit : enfants de 6 a 12 ans, etudiants ;demandeurs _emploi, personnes handicapees, ;adherents partenaire ;exonere : enfants moins de 6 ans , journalistes et ;guides conferenciers sur justificatif.";;;;;Cartes bancaires,Cheques bancaires et postaux,Especes;48.00836,0.19683;Sarthe
L’ENCEINTE CACHeE ET SECReTE EN VISITE FLASH DE 45 MN;Visites et sorties a themes;;Musee JC Boulard _ Carre Plantagenet;2 rue Claude Blondeau;;72000;LE MANS;;;72181;48.0066455;0.1975094;;02 43 47 40 30;;;;;;;;;;;;;;;;oui;;;;;;;;;"Tarif indiv. adulte||2,00||3,00||reduit : enfants de 6 a 12 ans, etudiants ;demandeurs _emploi, personnes handicapees, ;adherents partenaire ;exonere : enfants moins de 6 ans , journalistes et ;guides conferenciers sur justificatif.";;;;;Cartes bancaires,Cheques bancaires et postaux,Especes;48.0066455,0.1975094;Sarthe
MARCHE DE NOEL;Animations de Noël;;;Place de _eglise et de la mairie;;72430;FERCE_SUR_SARTHE;;;72131;47.9016912;_0.0311028;;;06 28 20 12 63;;calfercesursarthe@gmail.com;;Facebook||https://www.facebook.com/calferce/;;;;;;;;;;;;;;;;;;;;Tarif abonne||5,00||||,Tarif indiv. adulte||7,00||||,Tarif indiv. enfant||5,00||||;;;;;;47.9016912,_0.0311028;Sarthe
MARCHe DE LA BUTTE _ LE MANS;Marche;;;Avenue Bollee;;72000;LE MANS;;;72181;47.9982211;0.21357529;;;;;;;;;;;;Hebdomadaire;;;;;;;;;;;;;;;;oui;;;;;47.9982211,0.21357529;Sarthe
MARCHe DE LA PLACE WASHINGTON _ LE MANS;Marche;;;Place Georges Washington;;72000;LE MANS;;;72181;47.9956825;0.20264789;;;;;;;;;;;;Hebdomadaire;;;;;;;;;;;;;;;;oui;;;;;47.9956825,0.20264789;Sarthe
MARCHe DE NOËL;Animations de Noël;Place de _Eglise;;;;72370;LE BREIL_SUR_MERIZE;;;72046;48.009836;0.47857399;;02 43 76 91 51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.009836,0.47857399;Sarthe
MARCHe DE PONTLIEUE _ LE MANS;Marche;;;Place Henri Vaillant;;72100;LE MANS;;;72181;47.9817566;0.21297249;;;;;;http://www.lemans.fr;;;;;;Hebdomadaire;;;;;;;;;;;;;;;;oui;;;;;47.9817566,0.21297249;Sarthe
MARCHe GASTRONOMIQUE;Marche;Centre bourg;;;;72460;SAVIGNE__EVEQUE;;;72329;48.0744403;0.30283142;;02 43 27 50 28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.0744403,0.30283142;Sarthe
MARCHe GOURMAND;Visites et sorties a themes;;;;;72320;SAINT_MAIXENT;;;72296;48.09003;0.65505;;06 16 35 31 10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.09003,0.65505;Sarthe
MARCHe NOCTURNE;Marche;;;rue du port;;72210;LA SUZE_SUR_SARTHE;;;72346;47.8903465;0.03016665;;02 43 77 30 49;;;contact@lasuze.fr;http://www.lasuze.fr;;;;;;Ponctuel;;;;;;;;;;;;;;;;oui;;;;;47.8903465,0.03016665;Sarthe
MARCHe SEMI_NOCTURNE DE GAZONFIER _ LE MANS;Marche;;Parking du Centre commercial Gazonfier;Rue Albert Samain;;72000;LE MANS;;;72181;47.9996996;0.22890914;;;;;anim.gazonfier.yzeuville@gmail.com;;;;;;;Hebdomadaire;;;;;;;;;;;;;;;;oui;;;;;47.9996996,0.22890914;Sarthe
PEOPLE UNITED;Danse (spectacle);Les Quinconces et _Espal;Theatre des Quinconces;4 Place des Jacobins;;72000;LE MANS;;;72181;48.0080743;0.2005444;;02 43 50 21 50;;;;https://www.quinconces_espal.com/la_saison/people_united;;;;;;;;;;;;;;;;;;;;;;non;;;;;48.0080743,0.2005444;Sarthe
PIQUE_NIQUE;;;;;;72440;COUDRECIEUX;;;72094;47.9930499;0.628792;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.9930499,0.628792;Sarthe
PLASTIC ODYSSeE;Exposition;;La Fabrique _ Reves de ville;5 Boulevard Anatole France;;72000;LE MANS;;;72181;48.00099;0.18806;;;;;culture_scientifique@univ_lemans.fr;;;;;;;;;;;;;;;;;;;;;;;oui;;;;;48.00099,0.18806;Sarthe
PORTES OUVERTES ESCAL_EMM POUR LES SCOLAIRES;;Escal, Place Ledru Rollin;;;;72400;LA FERTE_BERNARD;;;72132;48.18685;0.65461;;02 43 93 67 92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.18685,0.65461;Sarthe
QUeTE _ LES SORCIeRES;Stages_Atelier_Jeux;;Abbaye Royale de _Epau;Route de Change;;72530;YVRE _EVEQUE;;;72181;47.9839581;0.2506153;Transport en commun||||,Route (nationale/depart.)||||,Autoroute||||,Gare SNCF||||;02 43 84 22 29;;;epau.accueil@sarthe.fr;http://epau.sarthe.fr/nos_offres_pour_la_famille;Facebook||https://fr_fr.facebook.com/AbbayeRoyaledelEpau/,Instagram||https://www.instagram.com/abbayeroyaledelepau_/?hl=fr;;;;;;;;;;;;;;;;;;;;Tarif indiv. adulte||5,50||||,Tarif indiv. enfant||3,00||||10_17 ans,Tarif indiv. enfant||2,00||||_ 10 ans;non;;;;Cartes bancaires,Cheques bancaires et postaux,Cheques Vacances,Especes;47.9839581,0.2506153;Sarthe
RANDO FERME;Sortie nature / environnement;;;;Malabord;72550;Brains sur Gee;;;72274;48.006663;_0.0146941;;;06 20 87 41 40;;;;Facebook||https://www.facebook.com/profile.php?id=100076455390767;;;;;;;;;;;;;;;;;;;;Tarif indiv. adulte||3,00||||Randonnee,Tarif indiv. enfant||0,00||||Gratuit moins de 16 ans;non;;;;;48.006663,_0.0146941;Sarthe
RANDO PATRIMOINE;Visites et sorties a themes;;;;;72600;MAMERS;;;72180;48.35069;0.36851;Route (nationale/depart.)||D311||1;243976063;;;contact@tourisme_maine_saosnois.com;www.tourisme_maine_saosnois.com;;;;;;Ponctuel;;;;;;oui;;;oui;;;Français;;;;oui;Office de Tourisme||02 43 97 60 63||contact@tourisme_maine_saosnois.com;;;;48.35069,0.36851;Sarthe
RANDONNeE VTT;Randonnee;Espace du Pont_Romain;;;;72450;MONTFORT_LE_GESNOIS;;;72241;48.0482299;0.419952;;;06.72.99.35.31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.0482299,0.419952;Sarthe
RASSEMBLEMENT DE VeHICULES ANCIENS ET DE COLLECTION;Exposition;Espace du Pont_Romain;;;;72450;MONTFORT_LE_GESNOIS;;;72241;48.0482299;0.419952;;;06 22 97 35 41;;reves72@reves.fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.0482299,0.419952;Sarthe
ReCITAL _ORGUE DE MARINA TCHEBOURKINA;Concert;;Eglise Notre_Dame;Rue du 115eme RI;;72600;MAMERS;;;72180;48.351507;0.37232;Route (nationale/depart.)||D311||0,5;02 43 33 89 80;;;orguesmamers@gmail.com;https://orguesmamers.wixsite.com/website;;;;;;Ponctuel;;;;;;;;;;;;;;;;;;;;;48.351507,0.37232;Sarthe
SALON DES VIGNERONS;Foire ou salon;Halles Denis Bealet;;;;72400;LA FERTE_BERNARD;;;72132;48.18685;0.65461;;02 43 93 36 79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.18685,0.65461;Sarthe
SAN SALVADOR ~ LA GRANDE FOLIE;Concert;Cri_Cri Plage;;;;72300;SOLESMES;;;72336;47.85238;_0.30071;;02 43 62 22 22;;;billetterie@lentracte_sable.fr;www.lentracte_sable.fr;;;;;;;;;;;;;;;;;;;;;Tarif indiv. adulte||13,00||||,Tarif indiv. reduit||10,00||||,Tarif indiv. enfant||8,00||||;;;;;Cartes bancaires,Cheques bancaires et postaux,Cheques Vacances,Especes;47.85238,_0.30071;Sarthe
SOIReE BLUES;Concert;Salle Michel Berger;;;;72460;SAVIGNE__EVEQUE;;;72329;48.0743973;0.30278851;;;;;;;;;;;;Ponctuel;;;;;;;;;;;;;;;;;;;;;48.0743973,0.30278851;Sarthe
SOIReE ESCAPE GAME;Stages_Atelier_Jeux;Centre Maurice Loiseau;;;;72400;LA FERTE_BERNARD;;;72132;48.1836953;0.64784009;;06 77 76 92 84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.1836953,0.64784009;Sarthe
SOIReE QUIZZ MUSICAL;Stages_Atelier_Jeux;Centre Maurice Loiseau;;;;72400;LA FERTE_BERNARD;;;72132;48.183701;0.64839243;;06 77 76 92 84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.183701,0.64839243;Sarthe
SOIReES TIRELIPOTIN;;foyer rural de thorigne sur due;;;;72160;THORIGNE_SUR_DUE;;;72358;48.0393649;0.534272;;02 43 89 03 11;;;;;;;;;;;;;;;;;;;;;;;;;;oui;;;;;48.0393649,0.534272;Sarthe
SPECTACLE DE DANSE HIP HOP;Danse (spectacle);CENTRE CULTUREL ATHENA;;PLACE GENRAL DE GAULLE;;72400;LA FERTE_BERNARD;;;72132;48.184306;0.648803;;02 43 93 67 92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.184306,0.648803;Sarthe
SPECTACLE DE LA PULSE a _OREILLE;Spectacle;Halles Denis Bealet, place de la lice;;;;72400;LA FERTE_BERNARD;;;72132;48.1850458;0.65359592;;06 74 85 61 98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.1850458,0.65359592;Sarthe
TESSe OU CAFe ? DeGUSTATION CULTURELLE AU MUSeE DE TESSe;Visites et sorties a themes;;Musee de Tesse;2 Avenue de Paderborn;;72000;LE MANS;;;72181;48.01082;0.20417;;02 43 47 38 51;;;musees@lemans.fr;www.lemans.fr/musees;;;;;;Ponctuel;;;;;;;;;;;;;;;Tarif indiv. adulte||6,00||6,00||;non;;;;;48.01082,0.20417;Sarthe
THE 3RD FAMOUS BRASS DAYS;Festival;;Espace Saugonna;2, re de la Gare;;72600;MAMERS;;;72180;48.3471711;0.3643469;;02 43 33 77 90;;;;https://thefamousbrassday.com/;;;;;;;;;;;;;;;;;;;;;;;;;;;48.3471711,0.3643469;Sarthe
THeaTRE IL A FALLU QUE JE M'ARRANGE...;Theatre;Salle Atlantis;;Place Saint_Damien;;72110;SAINT_COSME_EN_VAIRAIS;;;72276;48.2740326;0.45988847;;;06 16 86 59 74;;;;;;;;;Ponctuel;;;;;;;;;;;;;;;;non;Salle Atlantis||06 16 86 59 74||;;;;48.2740326,0.45988847;Sarthe
TRAIL DES VALLONS;Manifestation sportive;Terrain de sport;;;;72390;SEMUR_EN_VALLON;;;72333;48.02382;0.653312;;;06 25 14 86 27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.02382,0.653312;Sarthe
TRAIN DE LA CITROUILLE;Visites et sorties a themes;La Transvap, depôt La Gare;;;;72160;BEILLE;;;72031;48.0756922;0.48730643;;02 43 89 00 37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.0756922,0.48730643;Sarthe
UN CHEF A LA CAVE !;;;;;La Roche;72340;MARCON;;;72183;47.710706;0.517141;;02 43 46 26 02;;;domainedelarochebleue@ymail.com;www.domainedelarochebleue.fr;Facebook||https://www.facebook.com/DomaineDeLaRocheBleue,Instagram||https://www.instagram.com/domainedelarochebleue/;;;;;;Tous les deuxiemes et quatriemes samedis, a partir du 14 mai;;1h30m;;oui;oui;oui;non;oui;2h;oui;Français,Anglais,Neerlandais;;;Tarif indiv. adulte||45,00||||Un dejeuner accord mets & vins;non;;;;Cartes bancaires,Cheques bancaires et postaux,Especes;47.710706,0.517141;Sarthe
VIDE GARAGE;Brocantes & vide_greniers;Salle Athena et exterieurs;;;;72400;LA FERTE_BERNARD;;;72132;48.185934;0.655979;;02 43 71 40 22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.185934,0.655979;Sarthe
VIDE GRENIERS;Brocantes & vide_greniers;Terrain communal, rue Maurice Moulin;;;;72390;BOUER;;;72041;48.08222;0.63019;;;;;;https://www.facebook.com/bouerloisirs;;;;;;;;;;;;;;;;;;;;;;;;;;;48.08222,0.63019;Sarthe
VISITE COMMENTeE DE L’EXPOSITION PEINTURES DES LOINTAINS;Visites et sorties a themes;;Musee de Tesse;2 Avenue de Paderborn;;72000;LE MANS;;;72181;48.01082;0.20417;;02 43 47 38 51;;;musees@lemans.fr;www.lemans.fr/musees;Facebook||https://www.facebook.com/museesdumans,Instagram||https://www.instagram.com/museesdumans/,Twitter||https://twitter.com/musees_lemans?lang=fr;;;;;Ponctuel;;;;;;;;;;;;;;;Tarif indiv. adulte||6,00||6,00||,Tarif indiv. reduit||4,00||4,00||;non;;;;;48.01082,0.20417;Sarthe
VISITE DE LA PETITE CITe DE CARACTeRE;Visites et sorties a themes;Office de tourisme;;;;72120;SAINT_CALAIS;;;72269;47.9198743;0.7433376;;;;;perche_sarthois@orange.fr;;;;;;;;;;;;;;;;oui;;;Français;;;;;Pays du Perche Sarthois||02 43 60 72 77||perche_sarthois@orange.fr;;;;47.9198743,0.7433376;Sarthe
VISITE DU BOURG;Visites et sorties a themes;Eglise;La gare;;;72390;SEMUR_EN_VALLON;;;72333;47.9204098;0.7432086;;02 43 60 72 77;;;perche_sarthois@orange.fr;;;;;;;;;;;;;;;;;;;;;;Tarif indiv. adulte||||8,00||visite et concert;;Pays du Perche Sarthois||02 43 60 72 77||;;;Cheques bancaires et postaux,Especes;47.9204098,0.7432086;Sarthe
VISITE GUIDeE DU VILLAGE;Visites et sorties a themes;Place du General Leclerc;;;;72160;TUFFE VAL DE LA CHERONNE;;;72363;48.1127359;0.5189747;;02 43 60 72 77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.1127359,0.5189747;Sarthe
a LA DeCOUVERTE DES REPTILES;Sortie nature / environnement;Mairie;3 rue des Puits du Chene;;;72600;AILLIERES_BEAUVOIR;;;72002;48.40565;0.32416;;233811333;;;;;;;;;;Ponctuel;;;;;;;;;;;;;;;;oui;Maison du Parc||02 33 81 13 33||;;;;48.40565,0.32416;Sarthe
LE VITRAIL DU MANS  ART ET SAVOIR_FAIRE _EXCEPTION;Exposition;;Petite Maison du Patrimoine;19, rue de la Fossetterie;;72000;LE MANS;;;72181;48.0079949;0.1770328;;;;;patrimoine_lmo@yahoo.fr;http://www.patrimoinelemansouest.net;;;;;;Ponctuel;";;";;;;;oui;;;;;;;;;;oui;;;;;48.0079949,0.1770328;Sarthe
10eME FESTIVAL LE SON DES CUIVRES _ CONCERTS : SERGEI NAKARIAKOV ET MARIA MEEROVITCH SUIVIS DE _ENSEMBLE DE CUIVRES DE BELGIQUE;Festival;;Espace Saugonna;2, rue de la Gare;;72600;MAMERS;;;72180;48.3471711;0.3643469;Route (nationale/depart.)||D300||0,5;02 43 97 60 63;;;;https://festivalsondescuivres.com/;;;;;;Annuel;;;;oui;;;;oui;;;;;;;Tarif indiv. adulte||15,00||20,00||,Tarif indiv. enfant||0,00||0,00||Gratuit _12ans;non;Office de Tourisme Maine Saosnois||02 43 97 60 63||contact@tourisme_maine_saosnois.com;;;Cartes bancaires,Cheques bancaires et postaux,Especes;48.3471711,0.3643469;Sarthe
10eME eDITION DU FESTIVAL LE SON DES CUIVRES;Festival;;Espace Saugonna;2, rue de la Gare;;72600;MAMERS;;;72180;48.3471711;0.3643469;Route (nationale/depart.)||D300||0,5;02 43 97 60 63;;;;https://festivalsondescuivres.com/;;;;;;Annuel;;;;oui;;;;oui;;;;;;;;;;;;Cartes bancaires,Cheques bancaires et postaux,Especes;48.3471711,0.3643469;Sarthe
RANDO DINE;Randonnee;;Place de _eglise;;;72120;CONFLANS_SUR_ANILLE;;;72087;47.9412779;0.7453658;;;;;cdfconflans@gmail.com;;;;;;;;;;;;;;;;;;;;;;;;;;;Cheques Vacances,Especes;47.9412779,0.7453658;Sarthe
CHANTONS TOUS SUR PLACE;Visites et sorties a themes;Escal;;;;72400;LA FERTE_BERNARD;;;72132;48.184686;0.65796811;;02 43 93 67 92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.184686,0.65796811;Sarthe
LIBERTe ! DE ET PAR GAUTHIER FOURCADE;Theatre;;Theatre de _Acthalia;Grande Rue;;72000;LE MANS;;;72181;48.0075637;0.1958964;;;06 10 53 38 40;;acthalia@hotmail.fr;https://acthalia.com/;;https://www.youtube.com/watch?v=JQ_Wf_eiYpM;;;;Ponctuel;;;;;;;;;;;;;;;Tarif indiv. adulte||||20,00||,Tarif indiv. reduit||||15,00||etudiants et demanderus _emploi,Tarif indiv. enfant||||10,00||Jusqu'a 10 ans;non;;;;Cheques bancaires et postaux,Especes;48.0075637,0.1958964;Sarthe
